"VISION_DATA"
"DATA No","DATE","TIME","OLD_BATCH_NO1","OLD_BATCH_NO2","ƒ´∏ﬁ∂Û ¡æ«’ ∞·∞˙","¿Œº≠∆Æ NG »Æ¿Œ","∞®«’∫Œ ∞·∞˙","ƒ≥∫Ò∆º ∞·∞˙","¡¢√À∫Œ ∞∏_01","¡¢√À∫Œ ∞∏_02","¡¢√À∫Œ ∞∏_03","¡¢√À∫Œ ∞∏_04","¡¢√À∫Œ ∞∏_05","¡¢√À∫Œ ∞∏_06","¡¢√À∫Œ ∞∏_07","¡¢√À∫Œ ∞∏_08","¡¢√À∫Œ ∞∏_09","¡¢√À∫Œ ∞∏_10","¡¢√À∫Œ ∞∏_11","¡¢√À∫Œ ∞∏_12","¡¢√À∫Œ ∞∏_13","¡¢√À∫Œ ∞∏_14","¡¢√À∫Œ ∞∏_15","¡¢√À∫Œ ∞∏_16","¡¢√À∫Œ ∞∏_17","¡¢√À∫Œ ∞∏_18","¡¢√À∫Œ ∞∏_19","¡¢√À∫Œ ∞∏_20","¡¢√À∫Œ ∞∏_21","¡¢√À∫Œ ∞∏_22","¡¢√À∫Œ ∞∏_23","¡¢√À∫Œ ∞∏_24","¡¢√À∫Œ ∞∏_25","¡¢√À∫Œ ∞∏_26","¡¢√À∫Œ ∞∏_27","¡¢√À∫Œ ∞∏_28","¡¢√À∫Œ ∞∏_29","¡¢√À∫Œ ∞∏_30","¡¢√À∫Œ ∞∏_31","¡¢√À∫Œ ∞∏_32","¡¢√À∫Œ ∞∏_33","¡¢√À∫Œ ∞∏_34","¡¢√À∫Œ ∞∏_35","¡¢√À∫Œ ∞∏_36","¡¢√À∫Œ ∞∏_37","¡¢√À∫Œ ∞∏_38","¡¢√À∫Œ ∞∏_39","¡¢√À∫Œ ∞∏_40","¡¢√À∫Œ ∞∏_41","¡¢√À∫Œ ∞∏_42","¡¢√À∫Œ ∞∏_43","¡¢√À∫Œ ∞∏_44","¡¢√À∫Œ ∞∏_45","¡¢√À∫Œ ∞∏_46","¡¢√À∫Œ ∞∏_47","¡¢√À∫Œ ∞∏_48","¡¢√À∫Œ ∞∏_49","¡¢√À∫Œ ∞∏_50","¡¢√À∫Œ ∞∏_51","¡¢√À∫Œ ∞∏_52","¡¢√À∫Œ ∞∏_53","¡¢√À∫Œ ∞∏_54","¡¢√À∫Œ ∞∏_55","¡¢√À∫Œ ∞∏_56","¡¢√À∫Œ ∞∏_57","¡¢√À∫Œ ∞∏_58","¡¢√À∫Œ ∞∏_59","¡¢√À∫Œ ∞∏_60","¡¢√À∫Œ ∞∏_61","¡¢√À∫Œ ∞∏_62","¡¢√À∫Œ ∞∏_63","¡¢√À∫Œ ∞∏_64","¡¢√À∫Œ ∞∏_65","¡¢√À∫Œ ∞∏_66","¡¢√À∫Œ ∞∏_67","¡¢√À∫Œ ∞∏_68","¡¢√À∫Œ ∞∏_69","¡¢√À∫Œ ∞∏_70","¡¢√À∫Œ ∞∏_71","¡¢√À∫Œ ∞∏_72","¡¢√À∫Œ ∞∏_73","¡¢√À∫Œ ∞∏_74","¡¢√À∫Œ ∞∏_75","¡¢√À∫Œ ∞∏_76","¡¢√À∫Œ ∞∏_77","¡¢√À∫Œ ∞∏_78","≥ªø‹√¯ ∞®«’∫Œ_01","≥ªø‹√¯ ∞®«’∫Œ_02","≥ªø‹√¯ ∞®«’∫Œ_03","≥ªø‹√¯ ∞®«’∫Œ_04","≥ªø‹√¯ ∞®«’∫Œ_05","≥ªø‹√¯ ∞®«’∫Œ_06","≥ªø‹√¯ ∞®«’∫Œ_07","≥ªø‹√¯ ∞®«’∫Œ_08","≥ªø‹√¯ ∞®«’∫Œ_09","≥ªø‹√¯ ∞®«’∫Œ_10","≥ªø‹√¯ ∞®«’∫Œ_11","≥ªø‹√¯ ∞®«’∫Œ_12","≥ªø‹√¯ ∞®«’∫Œ_13","≥ªø‹√¯ ∞®«’∫Œ_14","≥ªø‹√¯ ∞®«’∫Œ_15","≥ªø‹√¯ ∞®«’∫Œ_16","≥ªø‹√¯ ∞®«’∫Œ_17","≥ªø‹√¯ ∞®«’∫Œ_18","≥ªø‹√¯ ∞®«’∫Œ_19","≥ªø‹√¯ ∞®«’∫Œ_20","≥ªø‹√¯ ∞®«’∫Œ_21","≥ªø‹√¯ ∞®«’∫Œ_22","≥ªø‹√¯ ∞®«’∫Œ_23","≥ªø‹√¯ ∞®«’∫Œ_24","≥ªø‹√¯ ∞®«’∫Œ_25","≥ªø‹√¯ ∞®«’∫Œ_26","≥ªø‹√¯ ∞®«’∫Œ_27","≥ªø‹√¯ ∞®«’∫Œ_28","≥ªø‹√¯ ∞®«’∫Œ_29","≥ªø‹√¯ ∞®«’∫Œ_30","≥ªø‹√¯ ∞®«’∫Œ_31","≥ªø‹√¯ ∞®«’∫Œ_32","≥ªø‹√¯ ∞®«’∫Œ_33","≥ªø‹√¯ ∞®«’∫Œ_34","≥ªø‹√¯ ∞®«’∫Œ_35","≥ªø‹√¯ ∞®«’∫Œ_36","≥ªø‹√¯ ∞®«’∫Œ_37","≥ªø‹√¯ ∞®«’∫Œ_38","≥ªø‹√¯ ∞®«’∫Œ_39","≥ªø‹√¯ ∞®«’∫Œ_40","≥ªø‹√¯ ∞®«’∫Œ_41","≥ªø‹√¯ ∞®«’∫Œ_42","≥ªø‹√¯ ∞®«’∫Œ_43","≥ªø‹√¯ ∞®«’∫Œ_44","≥ªø‹√¯ ∞®«’∫Œ_45","≥ªø‹√¯ ∞®«’∫Œ_46","≥ªø‹√¯ ∞®«’∫Œ_47","≥ªø‹√¯ ∞®«’∫Œ_48","≥ªø‹√¯ ∞®«’∫Œ_49","≥ªø‹√¯ ∞®«’∫Œ_50","≥ªø‹√¯ ∞®«’∫Œ_51","≥ªø‹√¯ ∞®«’∫Œ_52","≥ªø‹√¯ ∞®«’∫Œ_53","≥ªø‹√¯ ∞®«’∫Œ_54","≥ªø‹√¯ ∞®«’∫Œ_55","≥ªø‹√¯ ∞®«’∫Œ_56","≥ªø‹√¯ ∞®«’∫Œ_57","≥ªø‹√¯ ∞®«’∫Œ_58","≥ªø‹√¯ ∞®«’∫Œ_59","≥ªø‹√¯ ∞®«’∫Œ_60","≥ªø‹√¯ ∞®«’∫Œ_61","≥ªø‹√¯ ∞®«’∫Œ_62","≥ªø‹√¯ ∞®«’∫Œ_63","≥ªø‹√¯ ∞®«’∫Œ_64","≥ªø‹√¯ ∞®«’∫Œ_65","≥ªø‹√¯ ∞®«’∫Œ_66","≥ªø‹√¯ ∞®«’∫Œ_67","≥ªø‹√¯ ∞®«’∫Œ_68","≥ªø‹√¯ ∞®«’∫Œ_69","≥ªø‹√¯ ∞®«’∫Œ_70","≥ªø‹√¯ ∞®«’∫Œ_71","≥ªø‹√¯ ∞®«’∫Œ_72","≥ªø‹√¯ ∞®«’∫Œ_73","≥ªø‹√¯ ∞®«’∫Œ_74","≥ªø‹√¯ ∞®«’∫Œ_75","≥ªø‹√¯ ∞®«’∫Œ_76","≥ªø‹√¯ ∞®«’∫Œ_77","≥ªø‹√¯ ∞®«’∫Œ_78","»¶µÂ¥ŸøÓ ∞∏_01","»¶µÂ¥ŸøÓ ∞∏_02","DM60324","DM60326","DM60328","DM60330","DM60332","DM60334","DM60336","DM60338","DM60340","DM60342","DM60344","DM60346","DM60348","DM60350","DM60352","DM60354","DM60356","DM60358","DM60360","DM60362"
4406,2022/07/23,23:23:27,"C227220027      ","N227216007      ",0,0,0,232,233,230,228,230,228,226,228,229,229,226,227,233,233,228,226,232,229,229,230,230,231,227,228,234,234,230,230,232,231,231,229,229,230,226,227,232,233,229,239,236,238,239,240,239,235,240,243,233,235,238,237,235,236,237,238,238,235,240,242,233,235,238,237,235,237,237,237,236,235,239,241,232,235,317,239,235,238,1121,1121,1119,1117,1117,1114,1116,1116,1117,1118,1115,1116,1115,1116,1115,1113,1115,1115,1116,1116,1116,1117,1116,1113,1113,1114,1114,1114,1113,1113,1115,1116,1116,1118,1118,1116,1120,1121,1121,684,687,686,686,682,685,686,682,678,689,691,687,680,682,683,684,679,682,683,681,679,686,689,684,677,680,680,682,678,683,683,681,679,687,691,750,680,684,686,1007,1001,0,"","?","","","","","?","","","","","W","","","",0,0,0,0,0
4407,2022/07/23,23:23:27,"C227220027      ","N227216007      ",0,1,0,230,227,228,228,227,227,230,233,229,228,229,229,229,229,228,229,226,227,233,233,230,229,231,230,229,228,228,229,226,228,232,233,230,227,232,229,230,229,229,235,239,241,233,234,239,238,235,236,237,236,237,235,239,242,233,236,238,239,238,239,238,238,238,235,237,243,232,235,238,237,236,238,239,237,311,235,239,241,1120,1120,1118,1119,1117,1117,1116,1115,1114,1113,1112,1112,1113,1113,1113,1114,1115,1115,1114,1114,1114,1114,1115,1113,1113,1112,1114,1115,1114,1116,1115,1116,1116,1116,1118,1113,1118,1120,1120,686,683,680,688,689,684,677,680,680,679,677,679,680,676,675,681,686,681,674,677,678,679,677,680,680,678,676,684,687,683,677,680,680,684,681,717,685,682,682,989,994,0,"","?","","","","","?","","","","","X","","","",0,0,0,0,0
4408,2022/07/23,23:23:27,"C227220027      ","N227216007      ",0,1,0,234,232,227,229,231,229,229,228,228,228,219,225,231,230,226,226,229,228,228,227,227,229,225,224,232,231,227,227,231,230,229,228,228,229,224,226,230,231,227,239,236,237,238,239,238,235,240,242,233,234,238,237,236,237,238,238,238,235,240,242,235,235,238,238,236,237,237,237,237,235,240,241,234,235,239,239,237,236,1119,1119,1117,1116,1115,1113,1113,1113,1113,1114,1111,1113,1112,1111,1111,1110,1111,1109,1109,1110,1109,1112,1110,1110,1110,1110,1111,1110,1111,1111,1111,1112,1112,1115,1114,1115,1116,1117,1116,684,685,685,685,680,684,683,679,677,685,688,685,677,679,679,678,675,680,679,675,673,681,684,681,674,675,677,678,675,678,679,676,675,683,687,684,678,680,682,1011,1002,0,"","?","","","","","?","","","","","U","","","",0,0,0,0,0
4409,2022/07/23,23:23:28,"C227220027      ","N227216007      ",0,1,0,231,228,228,229,226,226,231,232,229,227,231,228,228,227,229,229,225,226,232,231,228,229,229,230,229,229,229,228,227,225,234,234,230,229,233,230,230,229,228,236,240,241,232,236,239,237,235,235,237,237,236,234,239,242,232,234,237,236,235,237,237,234,238,236,240,242,233,235,238,237,235,236,237,237,311,235,239,241,1120,1120,1118,1118,1116,1117,1115,1115,1114,1114,1114,1113,1113,1114,1113,1114,1114,1114,1112,1113,1113,1113,1112,1113,1114,1114,1114,1115,1114,1114,1113,1115,1114,1115,1116,1109,1117,1119,1120,687,683,681,688,690,687,678,681,681,682,678,682,682,680,677,683,687,685,678,679,681,682,679,681,681,678,676,683,689,684,676,681,680,683,679,617,684,682,681,1007,1001,0,"","?","","","","","?","","","","","V","","","",0,0,0,0,0
4410,2022/07/23,23:23:28,"C227220027      ","N227216007      ",1,1,1,234,234,230,230,232,229,228,227,229,230,228,228,233,232,228,229,231,229,230,229,229,230,226,226,233,232,230,229,232,229,230,229,229,231,227,228,233,234,230,239,237,237,238,238,237,236,240,242,234,236,239,239,237,237,238,240,240,236,241,243,234,235,240,239,237,237,238,239,239,236,241,242,233,235,239,239,236,237,1122,1121,1118,1118,1117,1114,1116,1116,1117,1117,1116,1117,1116,1116,1115,1114,1115,1115,1116,1116,1116,1117,1116,1115,1114,1114,1114,1114,1115,1114,1114,1116,1116,1118,1117,1119,1119,1120,1120,682,684,685,685,682,685,685,682,679,686,688,686,678,681,682,682,678,682,682,680,678,684,689,683,677,679,679,681,677,682,681,678,678,685,691,687,681,683,684,1010,999,0,"","?","","","","","?","","","","","W","","","",0,0,0,0,0
4411,2022/07/23,23:23:28,"C227220027      ","N227216007      ",0,0,0,229,228,228,227,224,226,232,231,228,227,229,226,228,228,227,229,219,226,227,232,229,229,231,228,228,227,226,227,226,227,232,232,230,229,231,229,229,228,229,237,240,242,234,235,239,238,236,236,235,238,237,234,240,244,232,235,239,239,238,238,238,238,238,234,240,242,232,235,238,238,235,236,237,237,314,234,239,240,1121,1120,1118,1119,1117,1117,1116,1115,1114,1112,1113,1112,1112,1114,1114,1115,1114,1115,1114,1115,1114,1114,1115,1113,1113,1114,1114,1115,1114,1114,1114,1115,1115,1114,1117,1112,1118,1119,1122,687,683,678,686,689,684,677,679,680,680,676,681,681,677,674,683,687,682,675,677,678,680,676,680,680,677,676,683,687,683,675,679,680,682,681,616,686,683,683,985,992,0,"","?","","","","","?","","","","","X","","","",0,0,0,0,0
4412,2022/07/23,23:23:29,"C227220027      ","N227216007      ",0,1,0,232,232,229,229,229,223,227,227,225,227,223,223,231,232,224,226,230,228,228,227,227,229,222,224,231,232,228,228,231,230,228,228,229,230,224,227,229,230,226,240,236,237,238,239,237,234,239,240,232,234,238,237,235,237,237,238,239,235,240,242,233,235,238,239,236,238,237,237,238,234,240,243,235,235,240,240,238,238,1121,1117,1116,1115,1114,1112,1112,1114,1112,1114,1112,1113,1112,1112,1111,1111,1111,1111,1109,1111,1110,1113,1111,1111,1111,1110,1110,1111,1111,1111,1111,1113,1113,1116,1114,1116,1118,1118,1119,683,685,685,686,681,687,683,681,678,686,689,685,677,678,679,679,675,679,678,676,673,681,684,681,673,676,676,679,674,678,679,676,675,682,687,684,677,681,683,1010,1000,0,"","?","","","","","?","","","","","U","","","",0,0,0,0,0
4413,2022/07/23,23:23:29,"C227220027      ","N227216007      ",0,1,0,230,227,228,226,224,224,232,231,227,227,229,228,229,227,227,229,225,226,232,232,228,228,231,227,227,227,228,226,226,225,231,232,229,227,231,229,228,228,228,235,239,241,231,231,238,237,234,235,235,237,236,233,238,239,231,234,237,237,233,234,236,237,236,234,239,241,230,233,237,236,234,235,235,236,312,233,238,240,1120,1120,1118,1119,1116,1117,1116,1116,1115,1113,1114,1113,1114,1114,1114,1115,1114,1114,1114,1114,1113,1114,1115,1112,1113,1114,1114,1116,1115,1115,1114,1116,1115,1115,1115,1110,1116,1118,1118,689,686,683,691,694,688,680,683,683,683,679,684,684,681,679,685,690,687,679,682,683,683,679,684,683,680,678,687,690,686,679,683,683,686,682,619,686,684,683,1005,999,0,"","?","","","","","?","","","","","V","","","",0,0,0,0,0
4414,2022/07/23,23:23:29,"C227220027      ","N227216007      ",0,0,0,233,233,226,228,229,226,229,228,228,229,226,227,231,231,227,228,230,228,229,228,227,230,222,226,233,231,229,228,230,229,230,229,229,229,225,225,233,234,229,238,236,237,238,238,237,234,240,241,233,235,238,238,235,237,237,239,238,234,240,240,234,235,239,238,236,237,238,238,237,235,240,241,233,236,311,239,238,237,1121,1121,1119,1118,1117,1115,1115,1116,1117,1118,1116,1116,1116,1116,1115,1114,1115,1113,1114,1116,1114,1117,1116,1115,1113,1113,1113,1113,1115,1114,1115,1117,1117,1118,1118,1113,1120,1121,1121,685,686,689,686,683,686,685,681,681,689,692,687,681,683,684,684,680,684,684,682,680,687,691,685,678,680,682,683,681,685,684,682,682,688,692,625,682,685,686,1008,1000,0,"","?","","","","","?","","","","","W","","","",0,0,0,0,0
4415,2022/07/23,23:23:30,"C227220027      ","N227216007      ",0,0,0,230,228,228,230,227,226,233,233,229,230,232,228,229,229,227,229,227,227,233,234,230,229,232,229,228,229,222,230,227,226,233,233,230,230,232,229,231,229,229,235,238,241,233,236,239,238,236,237,238,238,238,235,240,243,233,235,239,239,237,238,237,238,238,234,240,241,232,236,238,238,235,236,238,238,313,234,240,241,1121,1120,1119,1119,1118,1116,1115,1116,1114,1114,1114,1114,1113,1114,1113,1115,1116,1115,1115,1115,1115,1115,1115,1114,1113,1115,1113,1116,1115,1115,1116,1117,1116,1117,1118,1111,1119,1121,1122,687,684,680,686,689,683,677,679,679,678,676,680,679,677,674,680,687,682,674,677,679,681,678,680,680,678,677,684,687,684,677,680,681,683,681,618,685,684,685,989,990,0,"","?","","","","","?","","","","","X","","","",0,0,0,0,0
4416,2022/07/23,23:23:30,"C227220027      ","N227216007      ",0,1,0,234,233,228,229,229,228,228,226,226,228,223,224,231,231,226,227,229,227,228,227,226,228,223,223,229,230,227,226,230,227,228,226,228,227,224,225,231,232,228,240,237,239,239,239,239,237,240,240,233,234,239,238,236,237,238,239,239,236,240,242,233,236,239,239,238,239,238,239,238,237,240,242,235,235,241,240,237,236,1118,1117,1117,1115,1114,1111,1113,1112,1111,1114,1112,1112,1111,1112,1111,1111,1111,1109,1111,1111,1108,1111,1110,1109,1111,1110,1111,1110,1110,1110,1112,1112,1112,1115,1115,1115,1117,1118,1117,682,684,683,685,681,684,682,679,678,684,689,683,676,678,679,678,675,679,678,675,674,680,684,679,673,675,675,679,674,678,678,675,675,683,687,683,677,680,684,1008,1002,0,"","?","","","","","?","","","","","U","","","",0,0,0,0,0
4417,2022/07/23,23:23:30,"C227220027      ","N227216007      ",0,1,0,229,228,227,227,224,222,227,231,225,225,228,225,225,226,225,226,221,224,232,232,227,228,231,229,226,225,225,228,225,225,233,231,230,229,232,229,229,228,226,236,239,241,233,235,239,239,236,236,237,237,237,235,239,241,232,235,239,237,236,237,238,239,239,236,241,243,234,236,239,238,235,237,238,239,311,235,240,241,1120,1118,1118,1119,1117,1117,1117,1116,1114,1112,1113,1113,1114,1114,1114,1114,1114,1114,1114,1115,1114,1114,1114,1114,1113,1114,1115,1116,1114,1114,1116,1115,1116,1115,1118,1109,1117,1119,1119,688,684,682,689,692,688,680,682,684,683,680,683,684,681,679,685,689,685,677,680,681,682,678,681,682,679,678,685,689,685,678,680,681,682,679,742,686,683,682,1010,1002,0,"","?","","","","","?","","","","","V","","","",0,0,0,0,0
4418,2022/07/23,23:23:30,"C227220027      ","N227216007      ",0,1,0,234,234,230,228,231,230,229,227,228,229,225,227,234,233,229,229,231,230,230,229,229,230,228,228,232,234,230,228,232,230,231,229,230,229,227,226,232,232,229,239,236,237,237,238,238,235,241,240,234,235,239,239,236,237,238,239,239,236,241,244,233,235,239,238,237,237,238,238,238,235,240,241,232,235,308,239,236,237,1121,1119,1119,1117,1118,1115,1116,1117,1117,1119,1116,1117,1116,1116,1114,1115,1116,1115,1116,1116,1117,1118,1116,1115,1114,1115,1114,1114,1115,1115,1116,1117,1117,1119,1119,1109,1119,1120,1121,682,685,685,685,681,685,684,680,681,687,689,686,679,681,682,682,678,682,682,679,677,686,688,683,676,678,679,682,678,682,683,680,679,687,690,749,682,684,686,1005,1000,0,"","?","","","","","?","","","","","W","","","",0,0,0,0,0
4419,2022/07/23,23:23:31,"C227220027      ","N227216007      ",0,0,0,227,227,229,230,227,227,232,233,229,229,232,228,229,227,227,230,220,228,227,233,230,229,231,230,230,229,229,229,225,230,232,234,230,231,232,230,231,229,231,234,239,240,233,234,239,238,236,236,238,238,237,235,240,242,234,235,239,240,238,237,239,239,239,236,240,242,232,235,239,238,236,237,239,238,310,235,239,241,1121,1119,1118,1119,1117,1117,1116,1115,1115,1114,1113,1112,1113,1113,1112,1115,1116,1115,1115,1116,1114,1115,1115,1113,1115,1115,1115,1116,1115,1116,1116,1116,1117,1117,1118,1110,1119,1121,1122,689,684,680,687,689,684,677,679,680,679,675,679,679,675,673,680,686,680,674,677,678,679,676,678,679,677,676,684,687,683,676,678,680,681,680,617,684,683,683,990,994,0,"","?","","","","","?","","","","","X","","","",0,0,0,0,0
4420,2022/07/23,23:23:31,"C227220027      ","N227216007      ",0,1,0,232,232,229,229,229,227,228,226,227,227,222,225,230,232,228,225,230,226,228,227,228,228,222,224,230,230,224,227,230,227,228,227,227,228,222,226,231,232,227,239,234,238,239,238,237,235,239,241,232,235,239,238,235,236,237,238,238,235,238,242,233,235,239,238,235,237,237,237,237,234,239,241,232,234,239,237,237,237,1120,1119,1117,1116,1113,1112,1113,1113,1113,1113,1114,1112,1112,1111,1111,1108,1110,1109,1109,1107,1110,1111,1110,1109,1110,1110,1108,1110,1111,1109,1110,1111,1111,1114,1113,1116,1116,1117,1118,685,686,685,686,683,686,684,680,679,686,691,685,677,679,679,680,676,680,678,676,674,681,687,681,674,677,679,679,676,680,680,678,676,685,690,686,679,682,684,1007,1001,0,"","?","","","","","?","","","","","U","","","",0,0,0,0,0
4421,2022/07/23,23:23:31,"C227220027      ","N227216007      ",1,1,1,231,228,231,229,224,225,232,232,229,229,230,228,228,227,229,229,225,227,233,233,231,229,231,229,229,228,226,231,227,229,234,234,231,229,230,231,229,229,229,236,239,241,232,233,239,237,235,235,236,237,236,234,239,240,231,233,238,237,235,236,238,237,237,235,240,244,232,233,238,238,235,236,236,237,237,233,239,240,1120,1119,1118,1118,1117,1117,1117,1115,1113,1113,1112,1112,1112,1113,1113,1115,1113,1113,1114,1114,1114,1113,1114,1113,1113,1114,1112,1115,1113,1114,1114,1115,1115,1115,1115,1115,1116,1118,1118,687,684,680,689,692,687,679,681,681,681,679,682,682,678,676,684,688,684,677,680,681,681,678,681,680,677,676,684,688,684,677,679,680,682,679,683,685,682,682,1004,1004,0,"","?","","","","","?","","","","","V","","","",0,0,0,0,0
4422,2022/07/23,23:23:32,"C227220027      ","N227216007      ",1,1,1,232,232,229,228,230,226,228,226,228,229,219,227,232,230,227,229,231,229,229,229,229,230,226,227,235,232,229,229,231,232,229,228,229,231,226,227,233,233,229,239,236,237,238,238,238,235,239,242,234,236,240,238,236,238,237,239,239,236,241,242,235,237,240,239,238,238,238,239,239,235,241,243,234,237,240,239,238,239,1121,1120,1119,1117,1118,1116,1115,1115,1116,1118,1116,1116,1115,1115,1114,1115,1116,1115,1115,1117,1116,1118,1116,1114,1114,1114,1114,1113,1115,1113,1115,1116,1115,1118,1117,1118,1118,1120,1120,683,686,686,686,683,685,686,682,680,688,690,685,679,682,682,683,681,682,683,680,679,685,689,683,675,678,679,681,677,680,682,680,678,685,689,686,679,682,684,1005,998,0,"","?","","","","","?","","","","","W","","","",0,0,0,0,0
4423,2022/07/23,23:23:32,"C227220027      ","N227216007      ",0,0,0,229,228,227,227,222,227,227,233,228,228,230,228,228,227,228,230,226,226,228,234,230,230,232,230,229,229,227,229,226,227,231,233,230,228,232,230,230,230,229,235,239,239,232,234,237,237,234,235,237,237,237,235,238,242,231,235,238,238,236,237,235,237,238,234,239,241,232,234,238,236,234,237,237,237,313,234,240,239,1120,1120,1117,1118,1117,1115,1115,1114,1114,1113,1113,1111,1113,1112,1114,1114,1115,1115,1115,1114,1114,1112,1115,1112,1113,1115,1114,1116,1115,1115,1114,1116,1116,1115,1116,1109,1118,1120,1122,688,684,681,688,692,685,677,679,680,679,677,680,681,678,677,683,687,683,676,678,679,681,678,680,680,679,677,684,686,683,677,680,680,682,679,615,685,683,684,987,993,0,"","?","","","","","?","","","","","X","","","",0,0,0,0,0
4424,2022/07/23,23:23:32,"C227220027      ","N227216007      ",0,1,0,233,234,228,228,230,226,229,228,228,227,224,225,231,231,228,225,229,229,229,228,227,227,225,225,232,231,229,226,229,228,227,227,229,229,224,225,229,231,228,240,237,236,237,239,238,235,240,242,233,236,239,237,236,237,236,239,236,236,240,242,233,236,238,238,234,236,237,238,237,234,240,240,232,235,238,237,235,236,1119,1118,1115,1115,1115,1110,1113,1112,1112,1113,1112,1114,1112,1112,1112,1110,1111,1108,1109,1110,1109,1111,1110,1111,1111,1111,1111,1110,1111,1110,1110,1112,1110,1114,1113,1115,1116,1116,1118,683,685,686,687,681,685,684,680,678,686,689,684,678,679,679,681,676,680,679,675,673,682,685,683,676,677,678,680,676,680,681,678,675,685,690,685,679,683,685,1011,1003,0,"","?","","","","","?","","","","","U","","","",0,0,0,0,0
4425,2022/07/23,23:23:33,"C227220027      ","N227216007      ",1,1,1,232,229,230,228,225,226,231,231,228,227,229,225,228,228,228,229,224,225,233,232,229,229,230,229,229,227,228,230,225,226,233,233,229,229,231,228,230,229,229,235,240,240,231,233,238,236,235,236,236,238,237,234,238,241,231,234,238,237,234,237,235,237,237,234,239,242,231,235,238,237,235,235,236,237,236,234,239,240,1120,1120,1115,1118,1116,1116,1115,1115,1114,1113,1113,1110,1113,1114,1113,1114,1113,1114,1114,1115,1114,1111,1114,1113,1113,1113,1113,1114,1114,1115,1114,1115,1113,1115,1115,1115,1116,1118,1119,687,683,680,689,691,687,680,681,682,683,679,683,682,680,677,684,687,685,678,681,682,682,679,682,682,679,676,684,687,684,678,679,681,684,680,684,684,682,682,1006,1008,0,"","?","","","","","?","","","","","V","","","",0,0,0,0,0
4426,2022/07/23,23:23:33,"C227220027      ","N227216007      ",0,0,0,233,233,228,228,230,227,229,229,229,230,226,227,233,232,228,229,232,228,230,230,230,230,225,228,233,234,230,229,233,228,230,230,229,231,227,228,234,235,231,238,235,237,236,237,236,234,240,242,233,234,238,237,235,236,236,238,238,235,240,242,234,235,240,238,236,236,237,237,238,235,240,242,233,235,310,238,236,237,1121,1120,1118,1116,1117,1114,1116,1116,1117,1117,1115,1116,1115,1115,1115,1114,1116,1115,1115,1116,1116,1117,1116,1114,1114,1114,1113,1113,1114,1114,1115,1116,1117,1119,1118,1112,1119,1120,1120,684,686,686,686,683,686,685,682,680,688,691,687,679,682,683,683,680,684,683,680,678,686,688,682,677,679,679,682,678,682,683,681,679,688,691,624,681,684,685,1004,1000,0,"","?","","","","","?","","","","","W","","","",0,0,0,0,0
4427,2022/07/23,23:23:33,"C227220027      ","N227216007      ",0,0,0,230,228,228,229,224,224,217,233,227,228,231,227,228,228,228,229,227,227,233,232,228,227,231,228,228,227,227,228,225,228,231,233,230,230,231,229,231,230,231,235,239,242,232,234,238,237,235,234,236,237,236,234,239,241,233,235,238,240,238,239,238,239,238,236,239,241,232,235,238,237,236,238,238,238,311,236,241,242,1120,1120,1118,1119,1116,1117,1115,1114,1113,1113,1113,1113,1113,1113,1113,1115,1115,1115,1115,1114,1114,1114,1114,1112,1112,1115,1113,1116,1114,1115,1114,1115,1116,1116,1117,1110,1118,1121,1121,687,684,680,688,690,686,678,680,681,680,676,682,681,678,676,682,686,682,675,678,680,681,676,680,680,678,675,684,686,683,677,679,680,681,680,617,683,682,682,988,993,0,"","?","","","","","?","","","","","X","","","",0,0,0,0,0
4428,2022/07/23,23:23:34,"C227220027      ","N227216007      ",0,1,0,234,233,230,228,231,228,228,227,228,229,224,227,231,233,229,227,231,228,228,227,227,229,225,225,231,233,227,227,231,229,230,229,229,229,224,227,231,232,228,241,237,238,236,239,238,235,240,243,233,236,239,238,237,238,237,239,240,237,241,242,235,236,240,239,238,238,238,239,238,237,241,242,233,236,238,238,237,237,1118,1118,1117,1115,1116,1113,1112,1113,1113,1114,1113,1113,1112,1112,1111,1109,1110,1110,1109,1110,1109,1112,1109,1111,1111,1111,1110,1110,1110,1109,1111,1111,1111,1113,1112,1114,1115,1117,1118,681,684,684,686,680,685,684,680,675,684,687,683,676,676,678,678,673,678,678,675,672,679,683,679,672,674,675,678,673,677,677,674,673,683,687,684,678,681,683,1009,1003,0,"","?","","","","","?","","","","","U","","","",0,0,0,0,0
4429,2022/07/23,23:23:34,"C227220027      ","N227216007      ",0,0,0,229,227,229,229,225,224,231,233,229,228,229,227,228,226,227,229,225,226,232,233,230,229,228,229,229,228,229,230,226,227,233,235,231,228,232,229,229,230,229,236,239,241,232,233,238,236,235,235,236,237,236,234,238,240,231,232,237,236,233,235,236,236,237,234,239,242,232,235,238,238,234,236,235,237,311,235,239,241,1118,1119,1117,1118,1117,1115,1115,1115,1113,1113,1113,1112,1113,1113,1113,1114,1112,1114,1114,1114,1113,1113,1114,1113,1113,1114,1114,1115,1114,1114,1114,1114,1115,1114,1114,1109,1116,1118,1118,688,684,681,688,691,687,679,680,682,682,679,683,682,680,677,683,688,685,678,681,681,683,679,682,682,679,677,684,688,684,676,678,679,683,680,616,684,681,681,1006,1006,0,"","?","","","","","?","","","","","V","","","",0,0,0,0,0
