"VISION_DATA"
"DATA No","DATE","TIME","OLD_BATCH_NO1","OLD_BATCH_NO2","ƒ´∏ﬁ∂Û ¡æ«’ ∞·∞˙","¿Œº≠∆Æ NG »Æ¿Œ","∞®«’∫Œ ∞·∞˙","ƒ≥∫Ò∆º ∞·∞˙","¡¢√À∫Œ ∞∏_01","¡¢√À∫Œ ∞∏_02","¡¢√À∫Œ ∞∏_03","¡¢√À∫Œ ∞∏_04","¡¢√À∫Œ ∞∏_05","¡¢√À∫Œ ∞∏_06","¡¢√À∫Œ ∞∏_07","¡¢√À∫Œ ∞∏_08","¡¢√À∫Œ ∞∏_09","¡¢√À∫Œ ∞∏_10","¡¢√À∫Œ ∞∏_11","¡¢√À∫Œ ∞∏_12","¡¢√À∫Œ ∞∏_13","¡¢√À∫Œ ∞∏_14","¡¢√À∫Œ ∞∏_15","¡¢√À∫Œ ∞∏_16","¡¢√À∫Œ ∞∏_17","¡¢√À∫Œ ∞∏_18","¡¢√À∫Œ ∞∏_19","¡¢√À∫Œ ∞∏_20","¡¢√À∫Œ ∞∏_21","¡¢√À∫Œ ∞∏_22","¡¢√À∫Œ ∞∏_23","¡¢√À∫Œ ∞∏_24","¡¢√À∫Œ ∞∏_25","¡¢√À∫Œ ∞∏_26","¡¢√À∫Œ ∞∏_27","¡¢√À∫Œ ∞∏_28","¡¢√À∫Œ ∞∏_29","¡¢√À∫Œ ∞∏_30","¡¢√À∫Œ ∞∏_31","¡¢√À∫Œ ∞∏_32","¡¢√À∫Œ ∞∏_33","¡¢√À∫Œ ∞∏_34","¡¢√À∫Œ ∞∏_35","¡¢√À∫Œ ∞∏_36","¡¢√À∫Œ ∞∏_37","¡¢√À∫Œ ∞∏_38","¡¢√À∫Œ ∞∏_39","¡¢√À∫Œ ∞∏_40","¡¢√À∫Œ ∞∏_41","¡¢√À∫Œ ∞∏_42","¡¢√À∫Œ ∞∏_43","¡¢√À∫Œ ∞∏_44","¡¢√À∫Œ ∞∏_45","¡¢√À∫Œ ∞∏_46","¡¢√À∫Œ ∞∏_47","¡¢√À∫Œ ∞∏_48","¡¢√À∫Œ ∞∏_49","¡¢√À∫Œ ∞∏_50","¡¢√À∫Œ ∞∏_51","¡¢√À∫Œ ∞∏_52","¡¢√À∫Œ ∞∏_53","¡¢√À∫Œ ∞∏_54","¡¢√À∫Œ ∞∏_55","¡¢√À∫Œ ∞∏_56","¡¢√À∫Œ ∞∏_57","¡¢√À∫Œ ∞∏_58","¡¢√À∫Œ ∞∏_59","¡¢√À∫Œ ∞∏_60","¡¢√À∫Œ ∞∏_61","¡¢√À∫Œ ∞∏_62","¡¢√À∫Œ ∞∏_63","¡¢√À∫Œ ∞∏_64","¡¢√À∫Œ ∞∏_65","¡¢√À∫Œ ∞∏_66","¡¢√À∫Œ ∞∏_67","¡¢√À∫Œ ∞∏_68","¡¢√À∫Œ ∞∏_69","¡¢√À∫Œ ∞∏_70","¡¢√À∫Œ ∞∏_71","¡¢√À∫Œ ∞∏_72","¡¢√À∫Œ ∞∏_73","¡¢√À∫Œ ∞∏_74","¡¢√À∫Œ ∞∏_75","¡¢√À∫Œ ∞∏_76","¡¢√À∫Œ ∞∏_77","¡¢√À∫Œ ∞∏_78","≥ªø‹√¯ ∞®«’∫Œ_01","≥ªø‹√¯ ∞®«’∫Œ_02","≥ªø‹√¯ ∞®«’∫Œ_03","≥ªø‹√¯ ∞®«’∫Œ_04","≥ªø‹√¯ ∞®«’∫Œ_05","≥ªø‹√¯ ∞®«’∫Œ_06","≥ªø‹√¯ ∞®«’∫Œ_07","≥ªø‹√¯ ∞®«’∫Œ_08","≥ªø‹√¯ ∞®«’∫Œ_09","≥ªø‹√¯ ∞®«’∫Œ_10","≥ªø‹√¯ ∞®«’∫Œ_11","≥ªø‹√¯ ∞®«’∫Œ_12","≥ªø‹√¯ ∞®«’∫Œ_13","≥ªø‹√¯ ∞®«’∫Œ_14","≥ªø‹√¯ ∞®«’∫Œ_15","≥ªø‹√¯ ∞®«’∫Œ_16","≥ªø‹√¯ ∞®«’∫Œ_17","≥ªø‹√¯ ∞®«’∫Œ_18","≥ªø‹√¯ ∞®«’∫Œ_19","≥ªø‹√¯ ∞®«’∫Œ_20","≥ªø‹√¯ ∞®«’∫Œ_21","≥ªø‹√¯ ∞®«’∫Œ_22","≥ªø‹√¯ ∞®«’∫Œ_23","≥ªø‹√¯ ∞®«’∫Œ_24","≥ªø‹√¯ ∞®«’∫Œ_25","≥ªø‹√¯ ∞®«’∫Œ_26","≥ªø‹√¯ ∞®«’∫Œ_27","≥ªø‹√¯ ∞®«’∫Œ_28","≥ªø‹√¯ ∞®«’∫Œ_29","≥ªø‹√¯ ∞®«’∫Œ_30","≥ªø‹√¯ ∞®«’∫Œ_31","≥ªø‹√¯ ∞®«’∫Œ_32","≥ªø‹√¯ ∞®«’∫Œ_33","≥ªø‹√¯ ∞®«’∫Œ_34","≥ªø‹√¯ ∞®«’∫Œ_35","≥ªø‹√¯ ∞®«’∫Œ_36","≥ªø‹√¯ ∞®«’∫Œ_37","≥ªø‹√¯ ∞®«’∫Œ_38","≥ªø‹√¯ ∞®«’∫Œ_39","≥ªø‹√¯ ∞®«’∫Œ_40","≥ªø‹√¯ ∞®«’∫Œ_41","≥ªø‹√¯ ∞®«’∫Œ_42","≥ªø‹√¯ ∞®«’∫Œ_43","≥ªø‹√¯ ∞®«’∫Œ_44","≥ªø‹√¯ ∞®«’∫Œ_45","≥ªø‹√¯ ∞®«’∫Œ_46","≥ªø‹√¯ ∞®«’∫Œ_47","≥ªø‹√¯ ∞®«’∫Œ_48","≥ªø‹√¯ ∞®«’∫Œ_49","≥ªø‹√¯ ∞®«’∫Œ_50","≥ªø‹√¯ ∞®«’∫Œ_51","≥ªø‹√¯ ∞®«’∫Œ_52","≥ªø‹√¯ ∞®«’∫Œ_53","≥ªø‹√¯ ∞®«’∫Œ_54","≥ªø‹√¯ ∞®«’∫Œ_55","≥ªø‹√¯ ∞®«’∫Œ_56","≥ªø‹√¯ ∞®«’∫Œ_57","≥ªø‹√¯ ∞®«’∫Œ_58","≥ªø‹√¯ ∞®«’∫Œ_59","≥ªø‹√¯ ∞®«’∫Œ_60","≥ªø‹√¯ ∞®«’∫Œ_61","≥ªø‹√¯ ∞®«’∫Œ_62","≥ªø‹√¯ ∞®«’∫Œ_63","≥ªø‹√¯ ∞®«’∫Œ_64","≥ªø‹√¯ ∞®«’∫Œ_65","≥ªø‹√¯ ∞®«’∫Œ_66","≥ªø‹√¯ ∞®«’∫Œ_67","≥ªø‹√¯ ∞®«’∫Œ_68","≥ªø‹√¯ ∞®«’∫Œ_69","≥ªø‹√¯ ∞®«’∫Œ_70","≥ªø‹√¯ ∞®«’∫Œ_71","≥ªø‹√¯ ∞®«’∫Œ_72","≥ªø‹√¯ ∞®«’∫Œ_73","≥ªø‹√¯ ∞®«’∫Œ_74","≥ªø‹√¯ ∞®«’∫Œ_75","≥ªø‹√¯ ∞®«’∫Œ_76","≥ªø‹√¯ ∞®«’∫Œ_77","≥ªø‹√¯ ∞®«’∫Œ_78","»¶µÂ¥ŸøÓ ∞∏_01","»¶µÂ¥ŸøÓ ∞∏_02","DM60324","DM60326","DM60328","DM60330","DM60332","DM60334","DM60336","DM60338","DM60340","DM60342","DM60344","DM60346","DM60348","DM60350","DM60352","DM60354","DM60356","DM60358","DM60360","DM60362"
320,2022/07/23,09:53:42,"C227230020      ","N227226025      ",0,1,0,230,229,227,228,229,224,226,224,226,226,220,223,230,230,225,226,227,224,227,223,226,227,218,222,224,229,225,226,226,226,226,225,225,225,222,224,230,230,226,243,241,242,241,244,242,241,246,246,239,239,242,244,241,243,241,243,245,242,245,247,240,241,243,243,242,243,243,244,244,241,246,249,238,240,244,244,241,241,1118,1119,1117,1117,1116,1113,1113,1114,1113,1114,1111,1112,1113,1113,1112,1110,1111,1110,1110,1110,1110,1111,1109,1110,1109,1110,1110,1109,1110,1109,1109,1111,1111,1113,1114,1115,1115,1117,1118,683,686,685,685,681,685,683,679,676,685,689,683,674,678,677,677,674,678,676,674,670,679,684,679,671,673,674,675,672,676,675,673,672,681,687,683,675,680,683,990,1010,0,"","?","","","","","?","","","","","U","","","",0,0,0,0,0
321,2022/07/23,09:53:43,"C227230020      ","N227226025      ",1,1,1,227,226,226,225,221,221,229,229,225,226,227,226,225,224,226,226,220,223,230,230,228,226,228,227,225,225,225,228,222,223,229,231,227,227,229,225,227,225,226,241,246,248,237,239,243,243,241,242,241,243,242,240,245,246,238,240,243,242,240,241,243,243,243,241,245,245,237,239,242,242,240,242,241,242,241,240,244,245,1119,1120,1118,1118,1117,1117,1117,1116,1116,1114,1115,1113,1114,1115,1114,1114,1114,1115,1115,1114,1114,1113,1115,1113,1113,1114,1113,1114,1114,1113,1114,1114,1115,1115,1116,1116,1117,1119,1120,686,682,679,688,692,686,677,680,680,681,678,682,681,679,675,684,688,684,677,679,679,680,677,680,679,677,675,684,688,682,674,678,678,681,678,683,683,681,682,983,1004,0,"","?","","","","","?","","","","","V","","","",0,0,0,0,0
322,2022/07/23,09:53:43,"C227230020      ","N227226025      ",1,1,1,229,231,225,228,229,226,227,225,225,226,218,225,228,231,227,227,229,225,227,226,228,225,221,223,230,231,226,228,230,229,228,227,229,229,225,226,233,232,228,245,242,243,242,245,244,241,246,248,239,241,244,244,241,243,243,244,245,243,247,249,240,242,244,245,243,243,244,244,244,242,247,249,240,242,245,245,242,242,1121,1120,1118,1118,1117,1116,1115,1116,1117,1118,1115,1117,1117,1116,1116,1115,1116,1115,1115,1115,1117,1117,1116,1115,1116,1115,1115,1115,1115,1115,1116,1117,1118,1118,1118,1118,1120,1121,1120,681,684,685,686,679,684,682,678,678,687,689,684,678,680,680,681,677,682,680,677,676,685,690,683,676,678,679,681,676,680,680,678,676,684,690,684,678,681,683,980,1006,0,"","?","","","","","?","","","","","W","","","",0,0,0,0,0
323,2022/07/23,09:53:43,"C227230020      ","N227226025      ",1,1,1,228,223,227,225,218,225,232,231,226,227,229,225,227,225,226,228,220,226,222,233,228,230,231,224,226,227,227,228,224,225,230,231,228,229,228,227,229,227,229,241,246,248,239,240,243,244,241,241,240,242,244,240,245,247,238,243,246,246,245,245,243,245,245,241,245,249,238,241,244,245,241,242,242,243,244,242,247,248,1119,1120,1117,1118,1116,1116,1115,1116,1115,1113,1114,1113,1113,1114,1114,1115,1115,1115,1114,1116,1115,1114,1115,1113,1113,1114,1114,1113,1114,1115,1115,1115,1115,1116,1116,1116,1118,1120,1122,684,681,676,686,689,683,674,677,679,679,676,679,678,675,673,681,683,677,670,672,674,676,674,678,677,674,672,681,686,681,673,677,678,680,676,682,681,679,680,963,995,0,"","?","","","","","?","","","","","X","","","",0,0,0,0,0
324,2022/07/23,09:53:43,"C227230020      ","N227226025      ",0,1,0,232,227,225,224,227,225,223,224,223,224,217,222,228,226,223,226,227,226,227,224,225,221,221,223,230,229,226,227,229,224,225,225,227,226,224,224,231,230,226,244,240,242,241,243,244,242,246,246,238,239,241,243,241,242,240,243,243,241,245,248,239,240,244,244,241,243,242,244,243,242,246,248,238,240,244,244,241,241,1119,1119,1118,1117,1117,1112,1114,1113,1113,1114,1110,1111,1113,1113,1112,1111,1111,1109,1110,1111,1111,1111,1110,1110,1111,1111,1110,1110,1110,1109,1110,1112,1112,1114,1113,1115,1116,1116,1117,682,686,684,686,680,684,682,679,676,686,689,685,676,679,680,680,676,679,677,675,672,682,686,678,671,675,675,676,672,677,676,674,673,682,686,683,676,680,683,990,1008,0,"","?","","","","","?","","","","","U","","","",0,0,0,0,0
325,2022/07/23,09:53:44,"C227230020      ","N227226025      ",1,1,1,227,224,225,224,220,222,228,230,224,223,226,223,225,224,223,224,218,222,223,229,224,225,226,226,226,224,224,227,223,224,222,229,226,226,227,224,224,225,225,241,245,247,239,238,243,243,240,242,241,243,244,241,245,247,238,241,243,242,241,241,241,243,244,242,247,243,238,241,243,244,240,244,241,243,242,241,246,245,1119,1119,1118,1119,1117,1117,1116,1116,1116,1115,1114,1114,1114,1114,1114,1115,1114,1114,1114,1115,1114,1113,1115,1113,1113,1113,1113,1113,1113,1113,1113,1113,1114,1113,1114,1115,1116,1118,1119,688,685,681,690,693,688,678,681,682,684,679,683,682,679,677,685,690,684,676,680,680,680,677,679,678,675,673,682,686,682,674,678,678,680,676,682,683,680,681,982,1002,0,"","?","","","","","?","","","","","V","","","",0,0,0,0,0
326,2022/07/23,09:53:44,"C227230020      ","N227226025      ",1,1,1,230,231,227,227,230,227,228,226,227,225,220,224,229,231,226,227,228,226,227,225,226,228,222,224,229,230,226,226,229,225,227,226,228,227,222,224,230,231,228,243,241,242,242,244,244,243,246,247,238,239,243,244,241,242,243,244,244,241,246,247,239,241,244,245,242,242,242,244,244,242,246,245,237,242,244,244,242,241,1119,1120,1118,1116,1115,1114,1116,1115,1116,1117,1115,1116,1115,1116,1114,1114,1113,1113,1113,1115,1114,1116,1115,1114,1115,1114,1114,1112,1114,1112,1114,1115,1115,1114,1117,1117,1118,1119,1119,681,684,685,684,679,684,681,678,676,686,690,685,677,679,679,680,676,681,679,678,675,684,689,682,676,678,679,680,676,680,679,678,677,686,690,685,679,682,683,981,1007,0,"","?","","","","","?","","","","","W","","","",0,0,0,0,0
327,2022/07/23,09:53:44,"C227230020      ","N227226025      ",1,1,1,226,226,228,227,221,224,230,231,225,224,226,222,225,227,226,224,220,225,232,231,225,228,226,225,226,225,227,227,222,225,230,231,227,227,228,226,228,226,226,241,245,248,238,240,241,243,241,241,242,243,243,240,245,248,239,240,246,247,246,246,244,246,245,241,246,249,239,241,244,242,241,243,242,245,245,241,246,247,1118,1119,1117,1118,1116,1116,1115,1115,1113,1113,1114,1113,1112,1113,1112,1114,1114,1114,1114,1115,1114,1113,1114,1111,1112,1113,1112,1113,1113,1114,1111,1114,1115,1115,1116,1116,1116,1119,1119,683,679,676,686,689,684,675,677,678,679,675,679,678,674,672,681,684,677,671,673,677,676,673,678,676,674,671,680,686,679,673,676,677,680,676,681,680,679,680,963,997,0,"","?","","","","","?","","","","","X","","","",0,0,0,0,0
328,2022/07/23,09:53:45,"C227230020      ","N227226025      ",0,1,0,233,231,228,228,229,226,227,224,226,225,221,224,231,231,225,226,229,225,226,225,226,225,222,225,231,231,225,225,226,227,225,227,228,228,223,224,230,231,227,244,240,240,240,243,243,240,245,244,239,238,242,244,240,242,242,244,244,241,246,247,238,240,244,244,242,243,243,244,243,242,246,249,240,240,246,244,242,242,1119,1119,1118,1117,1113,1114,1114,1114,1113,1115,1112,1114,1113,1113,1112,1111,1112,1110,1108,1110,1109,1110,1110,1111,1110,1111,1109,1109,1108,1109,1110,1112,1112,1114,1114,1115,1116,1117,1118,683,686,686,687,681,684,683,680,676,686,690,683,675,678,679,678,673,679,676,674,670,680,683,677,670,674,674,675,672,676,674,672,670,681,686,682,675,679,682,989,1010,0,"","?","","","","","?","","","","","U","","","",0,0,0,0,0
329,2022/07/23,09:53:45,"C227230020      ","N227226025      ",1,1,1,226,223,225,225,220,221,228,228,225,226,227,222,225,222,225,224,219,223,229,230,226,227,229,224,226,225,226,227,224,222,229,230,225,227,228,223,226,225,227,240,245,246,236,237,243,242,240,241,240,242,244,241,244,243,238,238,243,241,239,241,241,244,243,241,246,246,237,240,242,243,240,241,243,243,241,240,245,245,1119,1118,1117,1119,1115,1117,1116,1116,1115,1114,1115,1114,1114,1115,1114,1115,1115,1115,1114,1115,1113,1113,1114,1113,1112,1114,1114,1115,1114,1113,1114,1114,1114,1115,1116,1115,1116,1118,1119,687,684,680,690,694,688,679,682,682,683,679,683,682,679,677,685,689,683,676,680,680,681,676,680,679,676,674,684,687,683,674,679,680,681,679,684,683,682,681,980,1002,0,"","?","","","","","?","","","","","V","","","",0,0,0,0,0
330,2022/07/23,09:53:45,"C227230020      ","N227226025      ",1,1,1,232,232,227,228,230,227,227,227,227,228,224,226,233,232,227,227,230,227,228,227,227,228,225,223,231,231,225,228,229,226,227,224,227,227,223,224,231,232,227,245,241,243,242,245,244,243,246,247,238,240,243,244,242,243,242,244,245,242,245,248,240,241,244,245,243,243,242,244,243,243,247,248,240,242,245,245,242,243,1122,1121,1119,1117,1117,1115,1116,1115,1116,1118,1115,1116,1116,1115,1115,1113,1114,1114,1114,1113,1113,1116,1115,1113,1114,1115,1113,1114,1114,1113,1114,1115,1115,1117,1117,1118,1118,1120,1120,682,686,685,684,679,684,681,678,676,686,689,684,675,679,680,680,676,680,679,676,674,684,688,681,676,678,679,680,677,680,679,677,676,686,690,685,678,682,684,981,1007,0,"","?","","","","","?","","","","","W","","","",0,0,0,0,0
331,2022/07/23,09:53:46,"C227230020      ","N227226025      ",1,1,1,229,226,227,227,223,224,231,229,226,228,229,224,226,227,224,228,224,225,226,232,230,229,230,227,228,226,227,227,222,223,231,230,228,229,230,226,228,227,228,243,245,245,238,242,244,245,242,243,241,244,243,241,245,248,238,243,246,246,245,245,245,245,243,241,245,247,239,241,245,245,243,243,243,244,244,243,247,248,1120,1119,1118,1119,1117,1117,1116,1115,1115,1114,1114,1113,1113,1113,1112,1114,1114,1115,1114,1115,1114,1113,1114,1110,1112,1113,1112,1114,1114,1113,1114,1114,1115,1114,1115,1116,1117,1119,1120,681,680,676,685,688,682,673,675,678,677,674,678,676,673,671,681,682,678,670,673,674,675,673,678,675,673,671,679,684,678,671,676,677,678,675,681,680,678,680,961,998,0,"","?","","","","","?","","","","","X","","","",0,0,0,0,0
332,2022/07/23,09:53:46,"C227230020      ","N227226025      ",0,0,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,"","?","","","","","?","","","","","Q","","","",0,0,0,0,0
333,2022/07/23,09:53:46,"C227230020      ","N227226025      ",0,0,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,"","?","","","","","?","","","","","Q","","","",0,0,0,0,0
334,2022/07/23,09:53:46,"C227230020      ","N227226025      ",0,0,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,"","?","","","","","?","","","","","Q","","","",0,0,0,0,0
335,2022/07/23,09:53:47,"C227230020      ","N227226025      ",0,0,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,"","?","","","","","?","","","","","Q","","","",0,0,0,0,0
336,2022/07/23,09:53:47,"C227230020      ","N227226025      ",0,1,0,231,230,225,227,227,225,226,225,226,226,218,223,231,230,225,225,228,225,226,225,226,226,221,224,229,230,226,227,228,224,226,226,227,228,223,225,229,231,225,244,241,242,240,243,244,240,245,238,239,241,243,244,241,242,242,244,245,243,246,249,238,239,243,244,242,243,243,245,243,243,246,249,239,240,245,245,242,241,1120,1118,1117,1115,1115,1113,1113,1115,1112,1114,1112,1113,1112,1112,1111,1110,1111,1109,1109,1110,1111,1111,1110,1110,1110,1109,1109,1109,1110,1109,1109,1110,1111,1113,1113,1115,1115,1116,1117,682,686,684,686,680,683,681,678,675,684,688,682,673,677,677,677,673,677,674,672,669,679,683,677,668,672,673,673,669,674,672,670,669,680,684,680,674,678,681,988,998,0,"","?","","","","","?","","","","","U","","","",0,0,0,0,0
337,2022/07/23,09:53:47,"C227230020      ","N227226025      ",1,1,1,227,226,227,226,223,223,230,229,226,226,227,225,226,225,226,227,219,225,230,231,224,227,229,225,227,225,226,228,223,224,231,230,227,228,227,226,227,228,227,241,244,246,236,238,242,243,240,241,240,242,242,240,244,244,236,238,243,241,241,240,241,243,244,241,245,244,237,239,243,244,241,242,242,243,244,241,246,247,1120,1118,1118,1118,1117,1117,1117,1116,1115,1114,1114,1113,1113,1114,1113,1114,1113,1113,1113,1113,1111,1112,1113,1111,1111,1112,1112,1113,1112,1112,1113,1113,1113,1114,1114,1114,1115,1118,1118,688,681,679,689,691,686,676,680,680,681,677,681,680,677,674,683,686,681,674,676,677,678,674,677,676,674,672,681,684,679,671,676,676,678,676,680,679,677,677,981,1012,0,"","?","","","","","?","","","","","V","","","",0,0,0,0,0
