"VISION_DATA"
"DATA No","DATE","TIME","OLD_BATCH_NO1","OLD_BATCH_NO2","ƒ´∏ﬁ∂Û ¡æ«’ ∞·∞˙","¿Œº≠∆Æ NG »Æ¿Œ","∞®«’∫Œ ∞·∞˙","ƒ≥∫Ò∆º ∞·∞˙","¡¢√À∫Œ ∞∏_01","¡¢√À∫Œ ∞∏_02","¡¢√À∫Œ ∞∏_03","¡¢√À∫Œ ∞∏_04","¡¢√À∫Œ ∞∏_05","¡¢√À∫Œ ∞∏_06","¡¢√À∫Œ ∞∏_07","¡¢√À∫Œ ∞∏_08","¡¢√À∫Œ ∞∏_09","¡¢√À∫Œ ∞∏_10","¡¢√À∫Œ ∞∏_11","¡¢√À∫Œ ∞∏_12","¡¢√À∫Œ ∞∏_13","¡¢√À∫Œ ∞∏_14","¡¢√À∫Œ ∞∏_15","¡¢√À∫Œ ∞∏_16","¡¢√À∫Œ ∞∏_17","¡¢√À∫Œ ∞∏_18","¡¢√À∫Œ ∞∏_19","¡¢√À∫Œ ∞∏_20","¡¢√À∫Œ ∞∏_21","¡¢√À∫Œ ∞∏_22","¡¢√À∫Œ ∞∏_23","¡¢√À∫Œ ∞∏_24","¡¢√À∫Œ ∞∏_25","¡¢√À∫Œ ∞∏_26","¡¢√À∫Œ ∞∏_27","¡¢√À∫Œ ∞∏_28","¡¢√À∫Œ ∞∏_29","¡¢√À∫Œ ∞∏_30","¡¢√À∫Œ ∞∏_31","¡¢√À∫Œ ∞∏_32","¡¢√À∫Œ ∞∏_33","¡¢√À∫Œ ∞∏_34","¡¢√À∫Œ ∞∏_35","¡¢√À∫Œ ∞∏_36","¡¢√À∫Œ ∞∏_37","¡¢√À∫Œ ∞∏_38","¡¢√À∫Œ ∞∏_39","¡¢√À∫Œ ∞∏_40","¡¢√À∫Œ ∞∏_41","¡¢√À∫Œ ∞∏_42","¡¢√À∫Œ ∞∏_43","¡¢√À∫Œ ∞∏_44","¡¢√À∫Œ ∞∏_45","¡¢√À∫Œ ∞∏_46","¡¢√À∫Œ ∞∏_47","¡¢√À∫Œ ∞∏_48","¡¢√À∫Œ ∞∏_49","¡¢√À∫Œ ∞∏_50","¡¢√À∫Œ ∞∏_51","¡¢√À∫Œ ∞∏_52","¡¢√À∫Œ ∞∏_53","¡¢√À∫Œ ∞∏_54","¡¢√À∫Œ ∞∏_55","¡¢√À∫Œ ∞∏_56","¡¢√À∫Œ ∞∏_57","¡¢√À∫Œ ∞∏_58","¡¢√À∫Œ ∞∏_59","¡¢√À∫Œ ∞∏_60","¡¢√À∫Œ ∞∏_61","¡¢√À∫Œ ∞∏_62","¡¢√À∫Œ ∞∏_63","¡¢√À∫Œ ∞∏_64","¡¢√À∫Œ ∞∏_65","¡¢√À∫Œ ∞∏_66","¡¢√À∫Œ ∞∏_67","¡¢√À∫Œ ∞∏_68","¡¢√À∫Œ ∞∏_69","¡¢√À∫Œ ∞∏_70","¡¢√À∫Œ ∞∏_71","¡¢√À∫Œ ∞∏_72","¡¢√À∫Œ ∞∏_73","¡¢√À∫Œ ∞∏_74","¡¢√À∫Œ ∞∏_75","¡¢√À∫Œ ∞∏_76","¡¢√À∫Œ ∞∏_77","¡¢√À∫Œ ∞∏_78","≥ªø‹√¯ ∞®«’∫Œ_01","≥ªø‹√¯ ∞®«’∫Œ_02","≥ªø‹√¯ ∞®«’∫Œ_03","≥ªø‹√¯ ∞®«’∫Œ_04","≥ªø‹√¯ ∞®«’∫Œ_05","≥ªø‹√¯ ∞®«’∫Œ_06","≥ªø‹√¯ ∞®«’∫Œ_07","≥ªø‹√¯ ∞®«’∫Œ_08","≥ªø‹√¯ ∞®«’∫Œ_09","≥ªø‹√¯ ∞®«’∫Œ_10","≥ªø‹√¯ ∞®«’∫Œ_11","≥ªø‹√¯ ∞®«’∫Œ_12","≥ªø‹√¯ ∞®«’∫Œ_13","≥ªø‹√¯ ∞®«’∫Œ_14","≥ªø‹√¯ ∞®«’∫Œ_15","≥ªø‹√¯ ∞®«’∫Œ_16","≥ªø‹√¯ ∞®«’∫Œ_17","≥ªø‹√¯ ∞®«’∫Œ_18","≥ªø‹√¯ ∞®«’∫Œ_19","≥ªø‹√¯ ∞®«’∫Œ_20","≥ªø‹√¯ ∞®«’∫Œ_21","≥ªø‹√¯ ∞®«’∫Œ_22","≥ªø‹√¯ ∞®«’∫Œ_23","≥ªø‹√¯ ∞®«’∫Œ_24","≥ªø‹√¯ ∞®«’∫Œ_25","≥ªø‹√¯ ∞®«’∫Œ_26","≥ªø‹√¯ ∞®«’∫Œ_27","≥ªø‹√¯ ∞®«’∫Œ_28","≥ªø‹√¯ ∞®«’∫Œ_29","≥ªø‹√¯ ∞®«’∫Œ_30","≥ªø‹√¯ ∞®«’∫Œ_31","≥ªø‹√¯ ∞®«’∫Œ_32","≥ªø‹√¯ ∞®«’∫Œ_33","≥ªø‹√¯ ∞®«’∫Œ_34","≥ªø‹√¯ ∞®«’∫Œ_35","≥ªø‹√¯ ∞®«’∫Œ_36","≥ªø‹√¯ ∞®«’∫Œ_37","≥ªø‹√¯ ∞®«’∫Œ_38","≥ªø‹√¯ ∞®«’∫Œ_39","≥ªø‹√¯ ∞®«’∫Œ_40","≥ªø‹√¯ ∞®«’∫Œ_41","≥ªø‹√¯ ∞®«’∫Œ_42","≥ªø‹√¯ ∞®«’∫Œ_43","≥ªø‹√¯ ∞®«’∫Œ_44","≥ªø‹√¯ ∞®«’∫Œ_45","≥ªø‹√¯ ∞®«’∫Œ_46","≥ªø‹√¯ ∞®«’∫Œ_47","≥ªø‹√¯ ∞®«’∫Œ_48","≥ªø‹√¯ ∞®«’∫Œ_49","≥ªø‹√¯ ∞®«’∫Œ_50","≥ªø‹√¯ ∞®«’∫Œ_51","≥ªø‹√¯ ∞®«’∫Œ_52","≥ªø‹√¯ ∞®«’∫Œ_53","≥ªø‹√¯ ∞®«’∫Œ_54","≥ªø‹√¯ ∞®«’∫Œ_55","≥ªø‹√¯ ∞®«’∫Œ_56","≥ªø‹√¯ ∞®«’∫Œ_57","≥ªø‹√¯ ∞®«’∫Œ_58","≥ªø‹√¯ ∞®«’∫Œ_59","≥ªø‹√¯ ∞®«’∫Œ_60","≥ªø‹√¯ ∞®«’∫Œ_61","≥ªø‹√¯ ∞®«’∫Œ_62","≥ªø‹√¯ ∞®«’∫Œ_63","≥ªø‹√¯ ∞®«’∫Œ_64","≥ªø‹√¯ ∞®«’∫Œ_65","≥ªø‹√¯ ∞®«’∫Œ_66","≥ªø‹√¯ ∞®«’∫Œ_67","≥ªø‹√¯ ∞®«’∫Œ_68","≥ªø‹√¯ ∞®«’∫Œ_69","≥ªø‹√¯ ∞®«’∫Œ_70","≥ªø‹√¯ ∞®«’∫Œ_71","≥ªø‹√¯ ∞®«’∫Œ_72","≥ªø‹√¯ ∞®«’∫Œ_73","≥ªø‹√¯ ∞®«’∫Œ_74","≥ªø‹√¯ ∞®«’∫Œ_75","≥ªø‹√¯ ∞®«’∫Œ_76","≥ªø‹√¯ ∞®«’∫Œ_77","≥ªø‹√¯ ∞®«’∫Œ_78","»¶µÂ¥ŸøÓ ∞∏_01","»¶µÂ¥ŸøÓ ∞∏_02","DM60324","DM60326","DM60328","DM60330","DM60332","DM60334","DM60336","DM60338","DM60340","DM60342","DM60344","DM60346","DM60348","DM60350","DM60352","DM60354","DM60356","DM60358","DM60360","DM60362"
1529,2022/07/22,18:47:12,"C227220031      ","N227204016      ",0,0,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,"","?","","","","","?","","","","","Q","","","",0,0,0,0,0
1530,2022/07/22,18:47:13,"C227220031      ","N227204016      ",0,0,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,"","?","","","","","?","","","","","Q","","","",0,0,0,0,0
1531,2022/07/22,18:47:13,"C227220031      ","N227204016      ",0,0,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,"","?","","","","","?","","","","","E","","","",0,0,0,0,0
1532,2022/07/22,18:47:13,"C227220031      ","N227204016      ",0,0,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,"","?","","","","","?","","","","","E","","","",0,0,0,0,0
1533,2022/07/22,18:47:14,"C227220031      ","N227204016      ",0,0,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,"","?","","","","","?","","","","","Q","","","",0,0,0,0,0
1534,2022/07/22,18:47:14,"C227220031      ","N227204016      ",0,0,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,"","?","","","","","?","","","","","?","","","",0,0,0,0,0
1535,2022/07/22,18:47:14,"C227220031      ","N227204016      ",0,0,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,"","?","","","","","D","","","","","E","","","",0,0,0,0,0
1536,2022/07/22,18:47:15,"C227220031      ","N227204016      ",1,1,1,231,226,222,221,222,235,227,242,236,226,226,225,226,222,222,218,222,232,229,240,236,222,228,224,228,224,225,221,226,230,227,245,237,224,233,225,226,226,227,247,251,254,245,246,248,251,249,234,233,235,234,233,237,242,233,244,245,245,245,243,244,243,248,247,252,253,249,253,252,254,252,254,252,252,252,253,256,257,1125,1125,1125,1126,1126,1125,1125,1123,1124,1123,1123,1122,1122,1122,1122,1122,1123,1123,1121,1121,1120,1121,1120,1120,1120,1121,1120,1121,1121,1120,1120,1121,1121,1120,1121,1120,1122,1121,1120,672,668,668,679,678,672,670,671,685,687,684,690,686,684,681,688,680,677,672,672,673,675,674,673,670,667,663,672,675,672,662,659,662,667,663,670,666,663,665,1002,994,1,"","4","","","","","E","","","","","P","","","",0,0,0,0,0
1537,2022/07/22,18:47:15,"C227220031      ","N227204016      ",0,0,0,232,245,235,225,230,216,222,226,221,225,220,220,229,230,225,225,223,222,224,223,225,223,229,231,234,244,230,226,228,224,225,224,227,226,229,233,231,236,231,252,252,252,250,252,253,252,255,254,245,245,248,249,250,249,249,255,255,251,253,255,246,249,251,253,252,251,249,251,252,249,257,260,251,304,256,256,254,254,1117,1117,1116,1115,1115,1115,1114,1114,1113,1115,1113,1112,1112,1111,1111,1109,1111,1110,1111,1111,1111,1113,1113,1113,1112,1112,1112,1113,1113,1113,1113,1113,1114,1117,1109,1116,1116,1115,1114,657,656,660,665,659,663,657,652,665,676,681,675,664,662,668,670,653,659,657,655,653,667,664,660,653,653,655,661,656,662,661,653,650,660,754,662,652,653,658,996,999,1,"","4","","","","","F","","","","","P","","","",0,0,0,0,0
1538,2022/07/22,18:47:15,"C227220031      ","N227204016      ",1,1,1,228,225,226,226,222,221,231,231,240,224,234,233,234,229,226,222,225,231,234,241,236,236,238,234,237,236,229,234,231,232,234,243,236,236,237,234,234,235,231,235,239,243,232,232,237,237,236,236,235,236,237,233,240,241,231,245,249,250,249,251,249,249,249,247,252,255,245,247,252,255,245,246,245,248,250,248,254,257,1117,1118,1118,1120,1119,1118,1117,1117,1118,1118,1118,1116,1117,1117,1116,1118,1118,1119,1118,1118,1117,1118,1118,1116,1117,1117,1118,1120,1120,1119,1119,1119,1118,1118,1120,1119,1119,1120,1118,692,688,685,696,702,696,683,685,680,680,679,679,679,674,673,683,679,674,667,667,664,668,666,673,666,663,664,673,679,671,660,667,670,672,666,670,665,660,662,989,1000,1,"","4","","","","","G","","","","","P","","","",0,0,0,0,0
1539,2022/07/22,18:47:15,"C227220031      ","N227204016      ",1,1,1,239,236,234,232,234,230,234,233,238,232,234,234,242,242,238,237,239,239,238,238,231,230,234,235,235,243,240,240,239,236,239,227,228,220,229,230,228,239,234,250,250,250,249,254,253,252,257,255,246,245,249,251,250,253,254,253,253,252,255,258,249,249,247,249,248,250,250,251,252,252,242,247,237,239,244,245,245,247,1126,1126,1124,1124,1124,1124,1124,1125,1124,1126,1125,1125,1123,1123,1122,1122,1122,1122,1122,1123,1123,1124,1123,1124,1122,1122,1122,1122,1122,1122,1123,1124,1124,1126,1126,1125,1125,1127,1125,671,676,677,680,674,681,675,671,667,677,683,677,669,669,667,668,664,670,666,663,663,672,679,678,668,667,667,669,667,671,666,682,680,689,693,688,678,674,675,1000,996,1,"","4","","","","","H","","","","","N","","","",0,0,0,0,0
1540,2022/07/22,18:47:16,"C227220031      ","N227204016      ",1,1,1,240,240,240,237,233,237,238,242,241,238,242,236,240,237,235,236,226,228,234,234,231,230,233,237,242,241,235,231,235,235,240,243,240,239,241,236,238,237,236,237,241,243,232,234,238,240,237,251,248,252,253,252,255,257,252,243,250,250,249,249,245,249,245,242,246,250,243,241,248,250,251,251,248,249,253,252,255,257,1127,1125,1124,1126,1125,1126,1125,1124,1122,1123,1123,1122,1122,1122,1121,1124,1121,1121,1121,1121,1120,1121,1121,1120,1122,1122,1122,1124,1123,1124,1124,1124,1123,1124,1124,1124,1125,1127,1126,681,676,673,688,693,685,678,680,665,669,664,668,663,661,659,666,689,681,672,675,675,681,676,674,669,666,665,675,684,677,668,663,668,675,668,673,669,668,669,999,993,1,"","4","","","","","A","","","","","P","","","",0,0,0,0,0
1541,2022/07/22,18:47:16,"C227220031      ","N227204016      ",0,0,0,232,241,237,234,238,232,232,234,231,226,230,230,233,238,232,231,236,232,232,234,235,234,231,232,236,240,238,235,240,233,238,235,235,225,232,233,235,239,236,247,247,248,248,249,253,249,251,253,242,243,249,248,247,248,248,244,247,244,248,253,245,241,250,251,250,252,251,253,255,252,256,262,249,319,254,256,254,254,1124,1126,1126,1126,1126,1123,1124,1125,1125,1127,1125,1125,1125,1125,1124,1124,1124,1124,1124,1124,1125,1127,1124,1126,1125,1126,1126,1126,1125,1126,1126,1127,1127,1129,1125,1129,1127,1127,1126,672,673,674,678,672,677,677,674,672,686,688,681,671,674,677,678,677,679,680,675,672,682,687,679,669,669,670,675,667,671,669,668,665,682,758,679,668,669,671,1007,992,1,"","4","","","","","B","","","","","E","","","",0,0,0,0,0
1542,2022/07/22,18:47:16,"C227220031      ","N227204016      ",0,0,0,239,236,237,235,235,235,241,241,237,235,237,233,236,235,237,232,230,233,234,239,236,236,237,226,228,226,229,226,226,227,233,236,231,229,231,228,228,228,229,249,254,255,249,247,250,252,250,250,246,246,247,243,248,252,240,245,248,250,248,250,248,249,237,235,240,243,232,234,239,239,244,243,243,313,246,245,249,250,1120,1121,1122,1124,1122,1122,1121,1120,1119,1120,1119,1119,1119,1117,1118,1120,1118,1119,1119,1118,1118,1117,1118,1116,1116,1116,1116,1117,1117,1117,1115,1118,1117,1118,1112,1116,1117,1118,1118,666,665,661,672,676,671,667,668,667,673,670,673,673,667,663,677,679,674,666,668,666,667,665,690,687,684,681,691,695,689,679,675,679,681,751,682,678,675,674,999,998,1,"","4","","","","","C","","","","","P","","","",0,0,0,0,0
