datatime,powerusage
2022-7-22 15:39:5,3
2022-7-22 15:39:6,4
2022-7-22 15:39:6,7
2022-7-22 15:39:6,8
2022-7-22 15:39:7,10
2022-7-22 15:39:7,7
2022-7-22 15:39:7,11
2022-7-22 15:39:8,6
2022-7-22 15:39:8,6
2022-7-22 15:39:8,6
2022-7-22 15:39:9,6
2022-7-22 15:39:9,8
2022-7-22 15:39:9,9
2022-7-22 15:39:10,3
2022-7-22 15:39:10,9
2022-7-22 15:39:10,11
2022-7-22 15:39:11,7
2022-7-22 15:39:11,7
2022-7-22 15:39:12,2
2022-7-22 15:39:12,4
2022-7-22 15:39:12,3
2022-7-22 15:39:13,6
2022-7-22 15:39:13,5
2022-7-22 15:39:13,7
2022-7-22 15:39:14,5
2022-7-22 15:39:14,2
2022-7-22 15:39:14,6
2022-7-22 15:39:15,2
2022-7-22 15:39:15,5
2022-7-22 15:39:15,8
2022-7-22 15:39:16,5
2022-7-22 15:39:16,1
2022-7-22 15:39:16,6
2022-7-22 15:39:17,6
2022-7-22 15:39:17,9
2022-7-22 15:39:17,4
2022-7-22 15:39:18,8
2022-7-22 15:39:18,11
2022-7-22 15:39:18,6
2022-7-22 15:39:19,2
2022-7-22 15:39:19,6
2022-7-22 15:39:19,6
2022-7-22 15:39:20,8
2022-7-22 15:39:20,2
2022-7-22 15:39:20,8
2022-7-22 15:39:21,9
2022-7-22 15:39:21,7
2022-7-22 15:39:21,4
2022-7-22 15:39:22,8
2022-7-22 15:39:22,7
2022-7-22 15:39:22,8
2022-7-22 15:39:23,2
2022-7-22 15:39:23,9
2022-7-22 15:39:23,11
2022-7-22 15:39:24,6
2022-7-22 15:39:24,4
2022-7-22 15:39:24,6
2022-7-22 15:39:25,8
2022-7-22 15:39:25,8
2022-7-22 15:39:25,10
2022-7-22 15:39:26,9
2022-7-22 15:39:26,9
2022-7-22 15:39:26,6
2022-7-22 15:39:27,5
2022-7-22 15:39:27,5
2022-7-22 15:39:27,8
2022-7-22 15:39:28,8
2022-7-22 15:39:28,8
2022-7-22 15:39:28,9
2022-7-22 15:39:29,9
2022-7-22 15:39:29,5
2022-7-22 15:39:29,2
2022-7-22 15:39:30,7
2022-7-22 15:39:30,11
2022-7-22 15:39:30,8
2022-7-22 15:39:31,3
2022-7-22 15:39:31,12
2022-7-22 15:39:31,9
2022-7-22 15:39:32,6
2022-7-22 15:39:32,2
2022-7-22 15:39:32,9
2022-7-22 15:39:33,5
2022-7-22 15:39:33,9
2022-7-22 15:39:33,6
2022-7-22 15:39:34,9
2022-7-22 15:39:34,9
2022-7-22 15:39:34,7
2022-7-22 15:39:35,2
2022-7-22 15:39:35,8
2022-7-22 15:39:35,11
2022-7-22 15:39:36,7
2022-7-22 15:39:36,6
2022-7-22 15:39:36,10
2022-7-22 15:39:37,8
2022-7-22 15:39:37,9
2022-7-22 15:39:37,3
2022-7-22 15:39:38,6
2022-7-22 15:39:38,8
2022-7-22 15:39:39,13
2022-7-22 15:39:39,7
2022-7-22 15:39:39,9
2022-7-22 15:39:40,11
2022-7-22 15:39:40,4
2022-7-22 15:39:40,4
2022-7-22 15:39:41,7
2022-7-22 15:39:41,9
2022-7-22 15:39:41,7
2022-7-22 15:39:42,7
2022-7-22 15:39:42,9
2022-7-22 15:39:42,9
2022-7-22 15:39:43,4
2022-7-22 15:39:43,8
2022-7-22 15:39:43,8
2022-7-22 15:39:44,7
2022-7-22 15:39:44,5
2022-7-22 15:39:44,8
2022-7-22 15:39:45,7
2022-7-22 15:39:45,7
2022-7-22 15:39:45,2
2022-7-22 15:39:46,7
2022-7-22 15:39:46,10
2022-7-22 15:39:46,5
2022-7-22 15:39:47,5
2022-7-22 15:39:47,8
2022-7-22 15:39:47,8
2022-7-22 15:39:48,9
2022-7-22 15:39:48,2
2022-7-22 15:39:48,8
2022-7-22 15:39:49,6
2022-7-22 15:39:49,6
2022-7-22 15:39:49,4
2022-7-22 15:39:50,5
2022-7-22 15:39:50,1
2022-7-22 15:39:50,0
2022-7-22 15:39:51,9
2022-7-22 15:39:51,7
2022-7-22 15:39:51,6
2022-7-22 15:39:52,6
2022-7-22 15:39:52,6
2022-7-22 15:39:52,7
2022-7-22 15:39:53,3
2022-7-22 15:39:53,2
2022-7-22 15:39:53,6
2022-7-22 15:39:54,8
2022-7-22 15:39:54,10
2022-7-22 15:39:55,4
2022-7-22 15:39:55,9
2022-7-22 15:39:55,5
2022-7-22 15:39:56,6
2022-7-22 15:39:56,2
2022-7-22 15:39:56,6
2022-7-22 15:39:57,8
2022-7-22 15:39:57,6
2022-7-22 15:39:57,5
2022-7-22 15:39:58,7
2022-7-22 15:39:58,7
2022-7-22 15:39:58,4
2022-7-22 15:39:59,5
2022-7-22 15:39:59,4
2022-7-22 15:39:59,4
2022-7-22 15:40:0,8
2022-7-22 15:40:0,5
2022-7-22 15:40:0,9
2022-7-22 15:40:1,9
2022-7-22 15:40:1,3
2022-7-22 15:40:1,3
2022-7-22 15:40:2,5
2022-7-22 15:40:2,10
2022-7-22 15:40:2,4
2022-7-22 15:40:3,4
2022-7-22 15:40:3,7
2022-7-22 15:40:3,5
2022-7-22 15:40:4,3
2022-7-22 15:40:4,1
2022-7-22 15:40:4,7
2022-7-22 15:40:5,5
2022-7-22 15:40:5,8
2022-7-22 15:40:5,3
2022-7-22 15:40:6,9
2022-7-22 15:40:6,7
2022-7-22 15:40:6,4
2022-7-22 15:40:7,3
2022-7-22 15:40:7,2
2022-7-22 15:40:7,6
2022-7-22 15:40:8,6
2022-7-22 15:40:8,5
2022-7-22 15:40:8,4
2022-7-22 15:40:9,4
2022-7-22 15:40:9,4
2022-7-22 15:40:9,2
2022-7-22 15:40:10,7
2022-7-22 15:40:10,10
2022-7-22 15:40:10,9
2022-7-22 15:40:11,6
2022-7-22 15:40:11,6
2022-7-22 15:40:11,7
2022-7-22 15:40:12,7
2022-7-22 15:40:12,3
2022-7-22 15:40:12,7
2022-7-22 15:40:13,8
2022-7-22 15:40:13,9
2022-7-22 15:40:13,5
2022-7-22 15:40:14,7
2022-7-22 15:40:14,8
2022-7-22 15:40:14,6
2022-7-22 15:40:15,3
2022-7-22 15:40:15,4
2022-7-22 15:40:15,7
2022-7-22 15:40:16,4
2022-7-22 15:40:16,4
2022-7-22 15:40:16,7
2022-7-22 15:40:17,10
2022-7-22 15:40:17,7
2022-7-22 15:40:17,-3
2022-7-22 15:40:18,9
2022-7-22 15:40:18,6
2022-7-22 15:40:18,2
2022-7-22 15:40:19,3
2022-7-22 15:40:19,2
2022-7-22 15:40:19,2
2022-7-22 15:40:20,2
2022-7-22 15:40:20,3
2022-7-22 15:40:20,4
2022-7-22 15:40:21,8
2022-7-22 15:40:21,7
2022-7-22 15:40:21,7
2022-7-22 15:40:22,8
2022-7-22 15:40:22,8
2022-7-22 15:40:22,1
2022-7-22 15:40:23,6
2022-7-22 15:40:23,8
2022-7-22 15:40:23,8
2022-7-22 15:40:24,8
2022-7-22 15:40:24,8
2022-7-22 15:40:24,6
2022-7-22 15:40:25,3
2022-7-22 15:40:25,-1
2022-7-22 15:40:25,6
2022-7-22 15:40:26,5
2022-7-22 15:40:26,7
2022-7-22 15:40:27,5
2022-7-22 15:40:27,9
2022-7-22 15:40:27,5
2022-7-22 15:40:28,5
2022-7-22 15:40:28,0
2022-7-22 15:40:28,5
2022-7-22 15:40:29,6
2022-7-22 15:40:29,9
2022-7-22 15:40:29,7
2022-7-22 15:40:30,10
2022-7-22 15:40:30,7
2022-7-22 15:40:30,6
2022-7-22 15:40:31,-1
2022-7-22 15:40:31,4
2022-7-22 15:40:31,6
2022-7-22 15:40:32,10
2022-7-22 15:40:32,5
2022-7-22 15:40:32,6
2022-7-22 15:40:33,5
2022-7-22 15:40:33,4
2022-7-22 15:40:33,1
2022-7-22 15:40:34,1
2022-7-22 15:40:34,3
2022-7-22 15:40:34,5
2022-7-22 15:40:35,2
2022-7-22 15:40:35,9
2022-7-22 15:40:35,8
2022-7-22 15:40:36,5
2022-7-22 15:40:36,-1
2022-7-22 15:40:36,2
2022-7-22 15:40:37,3
2022-7-22 15:40:37,6
2022-7-22 15:40:37,2
2022-7-22 15:40:38,5
2022-7-22 15:40:38,4
2022-7-22 15:40:38,2
2022-7-22 15:40:39,1
2022-7-22 15:40:39,3
2022-7-22 15:40:39,7
2022-7-22 15:40:40,7
2022-7-22 15:40:40,5
2022-7-22 15:40:40,7
2022-7-22 15:40:41,9
2022-7-22 15:40:41,0
2022-7-22 15:40:41,0
2022-7-22 15:40:42,5
2022-7-22 15:40:42,2
2022-7-22 15:40:42,7
2022-7-22 15:40:43,2
2022-7-22 15:40:43,7
2022-7-22 15:40:43,4
2022-7-22 15:40:44,5
2022-7-22 15:40:44,0
2022-7-22 15:40:44,3
2022-7-22 15:40:45,6
2022-7-22 15:40:45,7
2022-7-22 15:40:45,4
2022-7-22 15:40:46,6
2022-7-22 15:40:46,4
2022-7-22 15:40:46,1
2022-7-22 15:40:47,2
2022-7-22 15:40:47,6
2022-7-22 15:40:47,4
2022-7-22 15:40:48,6
2022-7-22 15:40:48,0
2022-7-22 15:40:48,4
2022-7-22 15:40:49,5
2022-7-22 15:40:49,2
2022-7-22 15:40:49,2
2022-7-22 15:40:50,3
2022-7-22 15:40:50,6
2022-7-22 15:40:50,4
2022-7-22 15:40:51,6
2022-7-22 15:40:51,7
2022-7-22 15:40:51,8
2022-7-22 15:40:52,4
2022-7-22 15:40:52,-2
2022-7-22 15:40:52,4
2022-7-22 15:40:53,4
2022-7-22 15:40:53,10
2022-7-22 15:40:53,5
2022-7-22 15:40:54,8
2022-7-22 15:40:54,8
2022-7-22 15:40:54,2
2022-7-22 15:40:55,1
2022-7-22 15:40:55,5
2022-7-22 15:40:55,6
2022-7-22 15:40:56,5
2022-7-22 15:40:56,8
2022-7-22 15:40:56,7
2022-7-22 15:40:57,9
2022-7-22 15:40:57,3
2022-7-22 15:40:57,0
2022-7-22 15:40:58,3
2022-7-22 15:40:58,4
2022-7-22 15:40:58,6
2022-7-22 15:40:59,4
2022-7-22 15:40:59,2
2022-7-22 15:40:59,2
2022-7-22 15:41:0,1
2022-7-22 15:41:0,3
2022-7-22 15:41:0,3
2022-7-22 15:41:1,0
2022-7-22 15:41:1,7
2022-7-22 15:41:1,0
2022-7-22 15:41:2,6
2022-7-22 15:41:2,4
2022-7-22 15:41:2,3
2022-7-22 15:41:3,-1
2022-7-22 15:41:3,6
2022-7-22 15:41:3,5
2022-7-22 15:41:4,3
2022-7-22 15:41:4,3
2022-7-22 15:41:4,5
2022-7-22 15:41:5,6
2022-7-22 15:41:5,3
2022-7-22 15:41:5,0
2022-7-22 15:41:6,2
2022-7-22 15:41:6,6
2022-7-22 15:41:6,0
2022-7-22 15:41:7,1
2022-7-22 15:41:7,5
2022-7-22 15:41:7,3
2022-7-22 15:41:8,2
2022-7-22 15:41:8,1
2022-7-22 15:41:8,4
2022-7-22 15:41:9,4
2022-7-22 15:41:9,10
2022-7-22 15:41:9,6
2022-7-22 15:41:10,5
2022-7-22 15:41:10,4
2022-7-22 15:41:10,3
2022-7-22 15:41:11,3
2022-7-22 15:41:11,3
2022-7-22 15:41:11,7
2022-7-22 15:41:12,7
2022-7-22 15:41:12,6
2022-7-22 15:41:12,8
2022-7-22 15:41:13,8
2022-7-22 15:41:13,6
2022-7-22 15:41:14,3
2022-7-22 15:41:14,6
2022-7-22 15:41:14,8
2022-7-22 15:41:15,9
2022-7-22 15:41:15,9
2022-7-22 15:41:15,9
2022-7-22 15:41:16,8
2022-7-22 15:41:16,5
2022-7-22 15:41:16,8
2022-7-22 15:41:17,7
2022-7-22 15:41:17,14
2022-7-22 15:41:17,7
2022-7-22 15:41:18,9
2022-7-22 15:41:18,9
2022-7-22 15:41:18,6
2022-7-22 15:41:19,5
2022-7-22 15:41:19,9
2022-7-22 15:41:19,12
2022-7-22 15:41:20,8
2022-7-22 15:41:20,5
2022-7-22 15:41:20,8
2022-7-22 15:41:21,7
2022-7-22 15:41:21,8
2022-7-22 15:41:21,1
2022-7-22 15:41:22,5
2022-7-22 15:41:22,6
2022-7-22 15:41:22,8
2022-7-22 15:41:23,7
2022-7-22 15:41:23,10
2022-7-22 15:41:23,8
2022-7-22 15:41:24,5
2022-7-22 15:41:24,3
2022-7-22 15:41:24,7
2022-7-22 15:41:25,11
2022-7-22 15:41:25,6
2022-7-22 15:41:25,11
2022-7-22 15:41:26,6
2022-7-22 15:41:26,7
2022-7-22 15:41:26,4
2022-7-22 15:41:27,0
2022-7-22 15:41:27,7
2022-7-22 15:41:27,5
2022-7-22 15:41:28,5
2022-7-22 15:41:28,5
2022-7-22 15:41:28,4
2022-7-22 15:41:29,8
2022-7-22 15:41:29,4
2022-7-22 15:41:29,3
2022-7-22 15:41:30,3
2022-7-22 15:41:30,12
2022-7-22 15:41:30,0
2022-7-22 15:41:31,7
2022-7-22 15:41:31,6
2022-7-22 15:41:31,5
2022-7-22 15:41:32,2
2022-7-22 15:41:32,2
2022-7-22 15:41:33,5
2022-7-22 15:41:33,3
2022-7-22 15:41:33,4
2022-7-22 15:41:34,2
2022-7-22 15:41:34,8
2022-7-22 15:41:34,1
2022-7-22 15:41:35,5
2022-7-22 15:41:35,8
2022-7-22 15:41:35,6
2022-7-22 15:41:36,5
2022-7-22 15:41:36,6
2022-7-22 15:41:36,8
2022-7-22 15:41:37,3
2022-7-22 15:41:37,4
2022-7-22 15:41:37,1
2022-7-22 15:41:38,6
2022-7-22 15:41:38,10
2022-7-22 15:41:38,7
2022-7-22 15:41:39,7
2022-7-22 15:41:39,9
2022-7-22 15:41:39,8
2022-7-22 15:41:40,9
2022-7-22 15:41:40,4
2022-7-22 15:41:40,6
2022-7-22 15:41:41,9
2022-7-22 15:41:41,8
2022-7-22 15:41:41,5
2022-7-22 15:41:42,10
2022-7-22 15:41:42,11
2022-7-22 15:41:42,6
2022-7-22 15:41:43,6
2022-7-22 15:41:43,9
2022-7-22 15:41:43,8
2022-7-22 15:41:44,6
2022-7-22 15:41:44,8
2022-7-22 15:41:44,8
2022-7-22 15:41:45,4
2022-7-22 15:41:45,6
2022-7-22 15:41:45,6
2022-7-22 15:41:46,8
2022-7-22 15:41:46,7
2022-7-22 15:41:46,12
2022-7-22 15:41:47,4
2022-7-22 15:41:47,9
2022-7-22 15:41:47,11
2022-7-22 15:41:48,2
2022-7-22 15:41:48,0
2022-7-22 15:41:48,4
2022-7-22 15:41:49,9
2022-7-22 15:41:49,6
2022-7-22 15:41:49,7
2022-7-22 15:41:50,8
2022-7-22 15:41:50,12
2022-7-22 15:41:50,5
2022-7-22 15:41:51,4
2022-7-22 15:41:51,6
2022-7-22 15:41:51,6
2022-7-22 15:41:52,9
2022-7-22 15:41:52,5
2022-7-22 15:41:52,9
2022-7-22 15:41:53,8
2022-7-22 15:41:53,7
2022-7-22 15:41:53,4
2022-7-22 15:41:54,6
2022-7-22 15:41:54,11
2022-7-22 15:41:54,4
2022-7-22 15:41:55,9
2022-7-22 15:41:55,7
2022-7-22 15:41:55,8
2022-7-22 15:41:56,5
2022-7-22 15:41:56,5
2022-7-22 15:41:56,8
2022-7-22 15:41:57,8
2022-7-22 15:41:57,11
2022-7-22 15:41:57,4
2022-7-22 15:41:58,8
2022-7-22 15:41:58,8
2022-7-22 15:41:58,6
2022-7-22 15:41:59,3
2022-7-22 15:41:59,5
2022-7-22 15:41:59,5
2022-7-22 15:42:0,5
2022-7-22 15:42:0,10
2022-7-22 15:42:0,7
2022-7-22 15:42:1,10
2022-7-22 15:42:1,6
2022-7-22 15:42:1,3
2022-7-22 15:42:2,6
2022-7-22 15:42:2,10
2022-7-22 15:42:2,10
2022-7-22 15:42:3,7
2022-7-22 15:42:3,11
2022-7-22 15:42:3,7
2022-7-22 15:42:4,7
2022-7-22 15:42:4,4
2022-7-22 15:42:4,6
2022-7-22 15:42:5,9
2022-7-22 15:42:5,5
2022-7-22 15:42:5,8
2022-7-22 15:42:6,7
2022-7-22 15:42:6,8
2022-7-22 15:42:6,6
2022-7-22 15:42:7,1
2022-7-22 15:42:7,6
2022-7-22 15:42:7,8
2022-7-22 15:42:8,10
2022-7-22 15:42:8,10
2022-7-22 15:42:8,12
2022-7-22 15:42:9,8
2022-7-22 15:42:9,8
2022-7-22 15:42:9,4
2022-7-22 15:42:10,6
2022-7-22 15:42:10,8
2022-7-22 15:42:10,8
2022-7-22 15:42:11,8
2022-7-22 15:42:11,9
2022-7-22 15:42:11,9
2022-7-22 15:42:12,5
2022-7-22 15:42:12,2
2022-7-22 15:42:12,7
2022-7-22 15:42:13,12
2022-7-22 15:42:13,15
2022-7-22 15:42:13,1
2022-7-22 15:42:14,13
2022-7-22 15:42:14,8
2022-7-22 15:42:14,5
2022-7-22 15:42:15,5
2022-7-22 15:42:15,9
2022-7-22 15:42:15,9
2022-7-22 15:42:16,2
2022-7-22 15:42:16,7
2022-7-22 15:42:16,6
2022-7-22 15:42:17,6
2022-7-22 15:42:17,7
2022-7-22 15:42:18,4
2022-7-22 15:42:18,5
2022-7-22 15:42:18,11
2022-7-22 15:42:19,9
2022-7-22 15:42:19,4
2022-7-22 15:42:19,12
2022-7-22 15:42:20,8
2022-7-22 15:42:20,7
2022-7-22 15:42:20,5
2022-7-22 15:42:21,4
2022-7-22 15:42:21,8
2022-7-22 15:42:21,6
2022-7-22 15:42:22,8
2022-7-22 15:42:22,8
2022-7-22 15:42:22,10
2022-7-22 15:42:23,4
2022-7-22 15:42:23,4
2022-7-22 15:42:23,7
2022-7-22 15:42:24,9
2022-7-22 15:42:24,7
2022-7-22 15:42:24,4
2022-7-22 15:42:25,13
2022-7-22 15:42:25,9
2022-7-22 15:42:25,9
2022-7-22 15:42:26,2
2022-7-22 15:42:26,7
2022-7-22 15:42:26,8
2022-7-22 15:42:27,5
2022-7-22 15:42:27,3
2022-7-22 15:42:27,8
2022-7-22 15:42:28,6
2022-7-22 15:42:28,5
2022-7-22 15:42:28,4
2022-7-22 15:42:29,3
2022-7-22 15:42:29,8
2022-7-22 15:42:30,8
2022-7-22 15:42:30,6
2022-7-22 15:42:30,8
2022-7-22 15:42:31,5
2022-7-22 15:42:31,5
2022-7-22 15:42:31,8
2022-7-22 15:42:32,4
2022-7-22 15:42:32,5
2022-7-22 15:42:32,4
2022-7-22 15:42:33,10
2022-7-22 15:42:33,3
2022-7-22 15:42:33,2
2022-7-22 15:42:34,6
2022-7-22 15:42:34,8
2022-7-22 15:42:34,7
2022-7-22 15:42:35,10
2022-7-22 15:42:35,7
2022-7-22 15:42:35,5
2022-7-22 15:42:36,6
2022-7-22 15:42:36,1
2022-7-22 15:42:36,7
2022-7-22 15:42:37,8
2022-7-22 15:42:37,6
2022-7-22 15:42:37,4
2022-7-22 15:42:38,8
2022-7-22 15:42:38,8
2022-7-22 15:42:38,5
2022-7-22 15:42:39,1
2022-7-22 15:42:39,4
2022-7-22 15:42:39,7
2022-7-22 15:42:40,7
2022-7-22 15:42:40,6
2022-7-22 15:42:40,6
2022-7-22 15:42:41,5
2022-7-22 15:42:41,2
2022-7-22 15:42:41,2
2022-7-22 15:42:42,5
2022-7-22 15:42:42,5
2022-7-22 15:42:42,2
2022-7-22 15:42:43,6
2022-7-22 15:42:43,7
2022-7-22 15:42:43,6
2022-7-22 15:42:44,4
2022-7-22 15:42:44,0
2022-7-22 15:42:44,4
2022-7-22 15:42:45,7
2022-7-22 15:42:45,4
2022-7-22 15:42:45,4
2022-7-22 15:42:46,7
2022-7-22 15:42:46,2
2022-7-22 15:42:46,4
2022-7-22 15:42:47,2
2022-7-22 15:42:47,6
2022-7-22 15:42:47,10
2022-7-22 15:42:48,3
2022-7-22 15:42:48,5
2022-7-22 15:42:48,7
2022-7-22 15:42:49,5
2022-7-22 15:42:49,3
2022-7-22 15:42:49,8
2022-7-22 15:42:50,7
2022-7-22 15:42:50,6
2022-7-22 15:42:50,1
2022-7-22 15:42:51,5
2022-7-22 15:42:51,6
2022-7-22 15:42:51,4
2022-7-22 15:42:52,5
2022-7-22 15:42:52,4
2022-7-22 15:42:52,7
2022-7-22 15:42:53,8
2022-7-22 15:42:53,0
2022-7-22 15:42:53,7
2022-7-22 15:42:54,4
2022-7-22 15:42:54,4
2022-7-22 15:42:55,1
2022-7-22 15:42:55,8
2022-7-22 15:42:55,8
2022-7-22 15:42:56,6
2022-7-22 15:42:56,4
2022-7-22 15:42:56,5
2022-7-22 15:42:57,5
2022-7-22 15:42:57,-5
2022-7-22 15:42:57,7
2022-7-22 15:42:58,5
2022-7-22 15:42:58,10
2022-7-22 15:42:58,4
2022-7-22 15:42:59,4
2022-7-22 15:42:59,7
2022-7-22 15:42:59,2
2022-7-22 15:43:0,0
2022-7-22 15:43:0,3
2022-7-22 15:43:0,5
2022-7-22 15:43:1,4
2022-7-22 15:43:1,3
2022-7-22 15:43:1,5
2022-7-22 15:43:2,-1
2022-7-22 15:43:2,-2
2022-7-22 15:43:2,-5
2022-7-22 15:43:3,6
2022-7-22 15:43:3,3
2022-7-22 15:43:3,3
2022-7-22 15:43:4,6
2022-7-22 15:43:4,8
2022-7-22 15:43:4,3
2022-7-22 15:43:5,-2
2022-7-22 15:43:5,5
2022-7-22 15:43:5,2
2022-7-22 15:43:6,1
2022-7-22 15:43:6,5
2022-7-22 15:43:6,5
2022-7-22 15:43:7,4
2022-7-22 15:43:7,3
2022-7-22 15:43:7,-1
2022-7-22 15:43:8,3
2022-7-22 15:43:8,9
2022-7-22 15:43:8,6
2022-7-22 15:43:9,1
2022-7-22 15:43:9,5
2022-7-22 15:43:9,8
2022-7-22 15:43:10,3
2022-7-22 15:43:10,-2
2022-7-22 15:43:10,2
2022-7-22 15:43:11,5
2022-7-22 15:43:11,4
2022-7-22 15:43:11,2
2022-7-22 15:43:12,7
2022-7-22 15:43:12,6
2022-7-22 15:43:13,5
2022-7-22 15:43:13,3
2022-7-22 15:43:13,6
2022-7-22 15:43:14,7
2022-7-22 15:43:14,2
2022-7-22 15:43:14,4
2022-7-22 15:43:15,5
2022-7-22 15:43:15,6
2022-7-22 15:43:15,4
2022-7-22 15:43:16,1
2022-7-22 15:43:16,4
2022-7-22 15:43:16,5
2022-7-22 15:43:17,8
2022-7-22 15:43:17,6
2022-7-22 15:43:17,8
2022-7-22 15:43:18,7
2022-7-22 15:43:18,4
2022-7-22 15:43:18,2
2022-7-22 15:43:19,4
2022-7-22 15:43:19,8
2022-7-22 15:43:19,6
2022-7-22 15:43:20,5
2022-7-22 15:43:20,10
2022-7-22 15:43:20,9
2022-7-22 15:43:21,5
2022-7-22 15:43:21,2
2022-7-22 15:43:21,4
2022-7-22 15:43:22,6
2022-7-22 15:43:22,6
2022-7-22 15:43:22,6
2022-7-22 15:43:23,7
2022-7-22 15:43:23,6
2022-7-22 15:43:23,4
2022-7-22 15:43:24,5
2022-7-22 15:43:24,6
2022-7-22 15:43:24,9
2022-7-22 15:43:25,8
2022-7-22 15:43:25,7
2022-7-22 15:43:25,9
2022-7-22 15:43:26,5
2022-7-22 15:43:26,4
2022-7-22 15:43:26,1
2022-7-22 15:43:27,5
2022-7-22 15:43:27,10
2022-7-22 15:43:27,9
2022-7-22 15:43:28,6
2022-7-22 15:43:28,8
2022-7-22 15:43:28,6
2022-7-22 15:43:29,5
2022-7-22 15:43:29,4
2022-7-22 15:43:29,7
2022-7-22 15:43:30,9
2022-7-22 15:43:30,7
2022-7-22 15:43:30,3
2022-7-22 15:43:31,8
2022-7-22 15:43:31,11
2022-7-22 15:43:31,5
2022-7-22 15:43:32,2
2022-7-22 15:43:32,5
2022-7-22 15:43:32,8
2022-7-22 15:43:33,9
2022-7-22 15:43:33,4
2022-7-22 15:43:33,8
2022-7-22 15:43:34,3
2022-7-22 15:43:34,5
2022-7-22 15:43:34,2
2022-7-22 15:43:35,7
2022-7-22 15:43:35,9
2022-7-22 15:43:35,10
2022-7-22 15:43:36,5
2022-7-22 15:43:36,6
2022-7-22 15:43:36,6
2022-7-22 15:43:37,2
2022-7-22 15:43:37,1
2022-7-22 15:43:37,4
2022-7-22 15:43:38,8
2022-7-22 15:43:38,4
2022-7-22 15:43:38,1
2022-7-22 15:43:39,3
2022-7-22 15:43:39,3
2022-7-22 15:43:39,2
2022-7-22 15:43:40,1
2022-7-22 15:43:40,2
2022-7-22 15:43:40,8
2022-7-22 15:43:41,6
2022-7-22 15:43:41,3
2022-7-22 15:43:41,2
2022-7-22 15:43:42,4
2022-7-22 15:43:42,1
2022-7-22 15:43:42,-1
2022-7-22 15:43:43,1
2022-7-22 15:43:43,7
2022-7-22 15:43:43,5
2022-7-22 15:43:44,3
2022-7-22 15:43:44,4
2022-7-22 15:43:44,4
2022-7-22 15:43:45,6
2022-7-22 15:43:45,3
2022-7-22 15:43:45,7
2022-7-22 15:43:46,10
2022-7-22 15:43:46,6
2022-7-22 15:43:47,5
2022-7-22 15:43:47,4
2022-7-22 15:43:47,3
2022-7-22 15:43:48,4
2022-7-22 15:43:48,3
2022-7-22 15:43:48,7
2022-7-22 15:43:49,7
2022-7-22 15:43:49,6
2022-7-22 15:43:49,10
2022-7-22 15:43:50,6
2022-7-22 15:43:50,5
2022-7-22 15:43:50,-2
2022-7-22 15:43:51,7
2022-7-22 15:43:51,7
2022-7-22 15:43:51,8
2022-7-22 15:43:52,9
2022-7-22 15:43:52,7
2022-7-22 15:43:52,4
2022-7-22 15:43:53,5
2022-7-22 15:43:53,3
2022-7-22 15:43:53,4
2022-7-22 15:43:54,7
2022-7-22 15:43:54,6
2022-7-22 15:43:54,8
2022-7-22 15:43:55,9
2022-7-22 15:43:55,4
2022-7-22 15:43:55,4
2022-7-22 15:43:56,1
2022-7-22 15:43:56,7
2022-7-22 15:43:56,5
2022-7-22 15:43:57,9
2022-7-22 15:43:57,6
2022-7-22 15:43:57,4
2022-7-22 15:43:58,6
2022-7-22 15:43:58,2
2022-7-22 15:43:58,2
2022-7-22 15:43:59,0
2022-7-22 15:43:59,5
2022-7-22 15:43:59,4
2022-7-22 15:44:0,3
2022-7-22 15:44:0,5
2022-7-22 15:44:0,5
2022-7-22 15:44:1,4
2022-7-22 15:44:1,-1
2022-7-22 15:44:1,3
2022-7-22 15:44:2,5
2022-7-22 15:44:2,7
2022-7-22 15:44:2,4
2022-7-22 15:44:3,3
2022-7-22 15:44:3,7
2022-7-22 15:44:3,3
2022-7-22 15:44:4,0
2022-7-22 15:44:4,4
2022-7-22 15:44:4,4
2022-7-22 15:44:5,7
2022-7-22 15:44:5,1
2022-7-22 15:44:5,8
2022-7-22 15:44:6,3
2022-7-22 15:44:6,-2
2022-7-22 15:44:6,1
2022-7-22 15:44:7,8
2022-7-22 15:44:7,4
2022-7-22 15:44:7,7
2022-7-22 15:44:8,6
2022-7-22 15:44:8,7
2022-7-22 15:44:8,7
2022-7-22 15:44:9,2
2022-7-22 15:44:9,4
2022-7-22 15:44:9,6
2022-7-22 15:44:10,4
2022-7-22 15:44:10,4
2022-7-22 15:44:10,5
2022-7-22 15:44:11,5
2022-7-22 15:44:11,2
2022-7-22 15:44:11,0
2022-7-22 15:44:12,2
2022-7-22 15:44:12,7
2022-7-22 15:44:12,2
2022-7-22 15:44:13,4
2022-7-22 15:44:13,3
2022-7-22 15:44:13,3
2022-7-22 15:44:14,0
2022-7-22 15:44:14,0
2022-7-22 15:44:14,3
2022-7-22 15:44:15,2
2022-7-22 15:44:15,5
2022-7-22 15:44:16,1
2022-7-22 15:44:16,7
2022-7-22 15:44:16,5
2022-7-22 15:44:17,5
2022-7-22 15:44:17,0
2022-7-22 15:44:17,3
2022-7-22 15:44:18,8
2022-7-22 15:44:18,7
2022-7-22 15:44:18,3
2022-7-22 15:44:19,7
2022-7-22 15:44:19,6
2022-7-22 15:44:19,5
